transformer_id,secondary_winding,from_bus,from_phases,to_bus,to_phases,from_connection,to_connection,voltage_ratio,tap_pu,enabled
t5302735a,1,l2991923,a,x2991923a,a,wye,wye,0.01666667,1,1
t5302735a,2,l2991923,a,x2991923a,b,wye,wye,0.01666667,1,1
t5260529c,1,l3217053,c,x3217053c,a,wye,wye,0.01666667,1,1
t5260529c,2,l3217053,c,x3217053c,b,wye,wye,0.01666667,1,1
t5338933b,1,l3216345,b,x3216345b,a,wye,wye,0.01666667,1,1
t5338933b,2,l3216345,b,x3216345b,b,wye,wye,0.01666667,1,1
t5247059a,1,l2766721,a,x2766721a,a,wye,wye,0.01666667,1,1
t5247059a,2,l2766721,a,x2766721a,b,wye,wye,0.01666667,1,1
t226024307b,1,l3119793,b,x3119793b,a,wye,wye,0.01666667,1,1
t226024307b,2,l3119793,b,x3119793b,b,wye,wye,0.01666667,1,1
t5294788a,1,l2821010,a,x2821010a,a,wye,wye,0.01666667,1,1
t5294788a,2,l2821010,a,x2821010a,b,wye,wye,0.01666667,1,1
t5321890c,1,l3104118,c,x3104118c,a,wye,wye,0.01666667,1,1
t5321890c,2,l3104118,c,x3104118c,b,wye,wye,0.01666667,1,1
t5337678a,1,l3160101,a,x3160101a,a,wye,wye,0.01666667,1,1
t5337678a,2,l3160101,a,x3160101a,b,wye,wye,0.01666667,1,1
t5328364c,1,l2692633,c,x2692633c,a,wye,wye,0.01666667,1,1
t5328364c,2,l2692633,c,x2692633c,b,wye,wye,0.01666667,1,1
t5138374c,1,l2691950,c,x2691950c,a,wye,wye,0.01666667,1,1
t5138374c,2,l2691950,c,x2691950c,b,wye,wye,0.01666667,1,1
t5355603b,1,l3160108,b,x3160108b,a,wye,wye,0.01666667,1,1
t5355603b,2,l3160108,b,x3160108b,b,wye,wye,0.01666667,1,1
t5338999b,1,l2822873,b,x2822873b,a,wye,wye,0.01666667,1,1
t5338999b,2,l2822873,b,x2822873b,b,wye,wye,0.01666667,1,1
t5260586b,1,l3048887,b,x3048887b,a,wye,wye,0.01666667,1,1
t5260586b,2,l3048887,b,x3048887b,b,wye,wye,0.01666667,1,1
t5338995b,1,l3254227,b,x3254227b,a,wye,wye,0.01666667,1,1
t5338995b,2,l3254227,b,x3254227b,b,wye,wye,0.01666667,1,1
t5260484a,1,l2992624,a,x2992624a,a,wye,wye,0.01666667,1,1
t5260484a,2,l2992624,a,x2992624a,b,wye,wye,0.01666667,1,1
t227100746a,1,l3226771,a,x3226771a,a,wye,wye,0.01666667,1,1
t227100746a,2,l3226771,a,x3226771a,b,wye,wye,0.01666667,1,1
t5356794c,1,l3086002,c,x3086002c,a,wye,wye,0.01666667,1,1
t5356794c,2,l3086002,c,x3086002c,b,wye,wye,0.01666667,1,1
t5351020c,1,l3045895,c,x3045895c,a,wye,wye,0.01666667,1,1
t5351020c,2,l3045895,c,x3045895c,b,wye,wye,0.01666667,1,1
t5338935b,1,l2973160,b,x2973160b,a,wye,wye,0.01666667,1,1
t5338935b,2,l2973160,b,x2973160b,b,wye,wye,0.01666667,1,1
t226193078a,1,l2764403,a,x2764403a,a,wye,wye,0.01666667,1,1
t226193078a,2,l2764403,a,x2764403a,b,wye,wye,0.01666667,1,1
t21031694b,1,l3122812,b,x3122812b,a,wye,wye,0.01666667,1,1
t21031694b,2,l3122812,b,x3122812b,b,wye,wye,0.01666667,1,1
t226193892b,1,l3176660,b,x3176660b,a,wye,wye,0.01666667,1,1
t226193892b,2,l3176660,b,x3176660b,b,wye,wye,0.01666667,1,1
t21399619c,1,l2991943,c,x2991943c,a,wye,wye,0.01666667,1,1
t21399619c,2,l2991943,c,x2991943c,b,wye,wye,0.01666667,1,1
t5321887c,1,l2691941,c,x2691941c,a,wye,wye,0.01666667,1,1
t5321887c,2,l2691941,c,x2691941c,b,wye,wye,0.01666667,1,1
t225534325a,1,l2983432,a,x2983432a,a,wye,wye,0.01666667,1,1
t225534325a,2,l2983432,a,x2983432a,b,wye,wye,0.01666667,1,1
t228219458b,1,l3215549,b,x3215549b,a,wye,wye,0.01666667,1,1
t228219458b,2,l3215549,b,x3215549b,b,wye,wye,0.01666667,1,1
t5260543c,1,l2955077,c,x2955077c,a,wye,wye,0.01666667,1,1
t5260543c,2,l2955077,c,x2955077c,b,wye,wye,0.01666667,1,1
t5337722a,1,l2973157,a,x2973157a,a,wye,wye,0.01666667,1,1
t5337722a,2,l2973157,a,x2973157a,b,wye,wye,0.01666667,1,1
t5138379c,1,l2691951,c,x2691951c,a,wye,wye,0.01666667,1,1
t5138379c,2,l2691951,c,x2691951c,b,wye,wye,0.01666667,1,1
t5260480c,1,l3030199,c,x3030199c,a,wye,wye,0.01666667,1,1
t5260480c,2,l3030199,c,x3030199c,b,wye,wye,0.01666667,1,1
t21389307c,1,l2692655,c,x2692655c,a,wye,wye,0.01666667,1,1
t21389307c,2,l2692655,c,x2692655c,b,wye,wye,0.01666667,1,1
t21399752a,1,l2785546,a,x2785546a,a,wye,wye,0.01666667,1,1
t21399752a,2,l2785546,a,x2785546a,b,wye,wye,0.01666667,1,1
t21400185a,1,l2935559,a,x2935559a,a,wye,wye,0.01666667,1,1
t21400185a,2,l2935559,a,x2935559a,b,wye,wye,0.01666667,1,1
t5338927a,1,l2972930,a,x2972930a,a,wye,wye,0.01666667,1,1
t5338927a,2,l2972930,a,x2972930a,b,wye,wye,0.01666667,1,1
t5338922b,1,l2822866,b,x2822866b,a,wye,wye,0.01666667,1,1
t5338922b,2,l2822866,b,x2822866b,b,wye,wye,0.01666667,1,1
t21382813a,1,l2748781,a,x2748781a,a,wye,wye,0.01666667,1,1
t21382813a,2,l2748781,a,x2748781a,b,wye,wye,0.01666667,1,1
t2224230651c,1,l3645810,c,x3645810c,a,wye,wye,0.01666667,1,1
t2224230651c,2,l3645810,c,x3645810c,b,wye,wye,0.01666667,1,1
t5138380c,1,l2879076,c,x2879076c,a,wye,wye,0.01666667,1,1
t5138380c,2,l2879076,c,x2879076c,b,wye,wye,0.01666667,1,1
t21031684a,1,l2841616,a,x2841616a,a,wye,wye,0.01666667,1,1
t21031684a,2,l2841616,a,x2841616a,b,wye,wye,0.01666667,1,1
t5338921a,1,l2935554,a,x2935554a,a,wye,wye,0.01666667,1,1
t5338921a,2,l2935554,a,x2935554a,b,wye,wye,0.01666667,1,1
t5337724a,1,l2879075,a,x2879075a,a,wye,wye,0.01666667,1,1
t5337724a,2,l2879075,a,x2879075a,b,wye,wye,0.01666667,1,1
t28150292a,1,l2839305,a,x2839305a,a,wye,wye,0.01666667,1,1
t28150292a,2,l2839305,a,x2839305a,b,wye,wye,0.01666667,1,1
t21249674b,1,l2879753,b,x2879753b,a,wye,wye,0.01666667,1,1
t21249674b,2,l2879753,b,x2879753b,b,wye,wye,0.01666667,1,1
t5138567a,1,l2748129,a,x2748129a,a,wye,wye,0.01666667,1,1
t5138567a,2,l2748129,a,x2748129a,b,wye,wye,0.01666667,1,1
t5247060a,1,l2991906,a,x2991906a,a,wye,wye,0.01666667,1,1
t5247060a,2,l2991906,a,x2991906a,b,wye,wye,0.01666667,1,1
t5391737b,1,l2804247,b,x2804247b,a,wye,wye,0.01666667,1,1
t5391737b,2,l2804247,b,x2804247b,b,wye,wye,0.01666667,1,1
t226194280b,1,l3195318,b,x3195318b,a,wye,wye,0.01666667,1,1
t226194280b,2,l3195318,b,x3195318b,b,wye,wye,0.01666667,1,1
t5251856c,1,l3048888,c,x3048888c,a,wye,wye,0.01666667,1,1
t5251856c,2,l3048888,c,x3048888c,b,wye,wye,0.01666667,1,1
t5274903c,1,l2935552,c,x2935552c,a,wye,wye,0.01666667,1,1
t5274903c,2,l2935552,c,x2935552c,b,wye,wye,0.01666667,1,1
t226193345a,1,l2876797,a,x2876797a,a,wye,wye,0.01666667,1,1
t226193345a,2,l2876797,a,x2876797a,b,wye,wye,0.01666667,1,1
t5391765b,1,l3085389,b,x3085389b,a,wye,wye,0.01666667,1,1
t5391765b,2,l3085389,b,x3085389b,b,wye,wye,0.01666667,1,1
t5323403b,1,l2916603,b,x2916603b,a,wye,wye,0.01666667,1,1
t5323403b,2,l2916603,b,x2916603b,b,wye,wye,0.01666667,1,1
t21209868a,1,l2710518,a,x2710518a,a,wye,wye,0.01666667,1,1
t21209868a,2,l2710518,a,x2710518a,b,wye,wye,0.01666667,1,1
t5260573c,1,l3160896,c,x3160896c,a,wye,wye,0.01666667,1,1
t5260573c,2,l3160896,c,x3160896c,b,wye,wye,0.01666667,1,1
t5302858c,1,l2897776,c,x2897776c,a,wye,wye,0.01666667,1,1
t5302858c,2,l2897776,c,x2897776c,b,wye,wye,0.01666667,1,1
t225940756b,1,l2913406,b,x2913406b,a,wye,wye,0.01666667,1,1
t225940756b,2,l2913406,b,x2913406b,b,wye,wye,0.01666667,1,1
t5392036b,1,l2991915,b,x2991915b,a,wye,wye,0.01666667,1,1
t5392036b,2,l2991915,b,x2991915b,b,wye,wye,0.01666667,1,1
t5260500b,1,l2711224,b,x2711224b,a,wye,wye,0.01666667,1,1
t5260500b,2,l2711224,b,x2711224b,b,wye,wye,0.01666667,1,1
t28128007c,1,l2897766,c,x2897766c,a,wye,wye,0.01666667,1,1
t28128007c,2,l2897766,c,x2897766c,b,wye,wye,0.01666667,1,1
t5138342c,1,l2897775,c,x2897775c,a,wye,wye,0.01666667,1,1
t5138342c,2,l2897775,c,x2897775c,b,wye,wye,0.01666667,1,1
t5391736b,1,l3029495,b,x3029495b,a,wye,wye,0.01666667,1,1
t5391736b,2,l3029495,b,x3029495b,b,wye,wye,0.01666667,1,1
t225571871b,1,l2911069,b,x2911069b,a,wye,wye,0.01666667,1,1
t225571871b,2,l2911069,b,x2911069b,b,wye,wye,0.01666667,1,1
t5338893a,1,l3197633,a,x3197633a,a,wye,wye,0.01666667,1,1
t5338893a,2,l3197633,a,x3197633a,b,wye,wye,0.01666667,1,1
t21373784a,1,l3066817,a,x3066817a,a,wye,wye,0.01666667,1,1
t21373784a,2,l3066817,a,x3066817a,b,wye,wye,0.01666667,1,1
t21455388c,1,l2879089,c,x2879089c,a,wye,wye,0.01666667,1,1
t21455388c,2,l2879089,c,x2879089c,b,wye,wye,0.01666667,1,1
t226193662a,1,l3195315,a,x3195315a,a,wye,wye,0.01666667,1,1
t226193662a,2,l3195315,a,x3195315a,b,wye,wye,0.01666667,1,1
t5355943c,1,l2785529,c,x2785529c,a,wye,wye,0.01666667,1,1
t5355943c,2,l2785529,c,x2785529c,b,wye,wye,0.01666667,1,1
t5260627a,1,l2992656,a,x2992656a,a,wye,wye,0.01666667,1,1
t5260627a,2,l2992656,a,x2992656a,b,wye,wye,0.01666667,1,1
t5260650a,1,l2692661,a,x2692661a,a,wye,wye,0.01666667,1,1
t5260650a,2,l2692661,a,x2692661a,b,wye,wye,0.01666667,1,1
t5339019a,1,l3160114,a,x3160114a,a,wye,wye,0.01666667,1,1
t5339019a,2,l3160114,a,x3160114a,b,wye,wye,0.01666667,1,1
t5337728a,1,l3082992,a,x3082992a,a,wye,wye,0.01666667,1,1
t5337728a,2,l3082992,a,x3082992a,b,wye,wye,0.01666667,1,1
t5391744b,1,l2710537,b,x2710537b,a,wye,wye,0.01666667,1,1
t5391744b,2,l2710537,b,x2710537b,b,wye,wye,0.01666667,1,1
t5293487b,1,l3254238,b,x3254238b,a,wye,wye,0.01666667,1,1
t5293487b,2,l3254238,b,x3254238b,b,wye,wye,0.01666667,1,1
t227447984c,1,l2862616,c,x2862616c,a,wye,wye,0.01666667,1,1
t227447984c,2,l2862616,c,x2862616c,b,wye,wye,0.01666667,1,1
t5302374b,1,l2785526,b,x2785526b,a,wye,wye,0.01666667,1,1
t5302374b,2,l2785526,b,x2785526b,b,wye,wye,0.01666667,1,1
t227921427a,1,l2915542,a,x2915542a,a,wye,wye,0.01666667,1,1
t227921427a,2,l2915542,a,x2915542a,b,wye,wye,0.01666667,1,1
t227921427b,1,l2915542,b,x2915542b,a,wye,wye,0.01666667,1,1
t227921427b,2,l2915542,b,x2915542b,b,wye,wye,0.01666667,1,1
t227921427c,1,l2915542,c,x2915542c,a,wye,wye,0.01666667,1,1
t227921427c,2,l2915542,c,x2915542c,b,wye,wye,0.01666667,1,1
t5310561a,1,l3122820,a,x3122820a,a,wye,wye,0.01666667,1,1
t5310561a,2,l3122820,a,x3122820a,b,wye,wye,0.01666667,1,1
t5338966c,1,l3029505,c,x3029505c,a,wye,wye,0.01666667,1,1
t5338966c,2,l3029505,c,x3029505c,b,wye,wye,0.01666667,1,1
t28127681b,1,l2785522,b,x2785522b,a,wye,wye,0.01666667,1,1
t28127681b,2,l2785522,b,x2785522b,b,wye,wye,0.01666667,1,1
t21474614c,1,l2710543,c,x2710543c,a,wye,wye,0.01666667,1,1
t21474614c,2,l2710543,c,x2710543c,b,wye,wye,0.01666667,1,1
t5260503b,1,l2917310,b,x2917310b,a,wye,wye,0.01666667,1,1
t5260503b,2,l2917310,b,x2917310b,b,wye,wye,0.01666667,1,1
t226159329a,1,l3082993,a,x3082993a,a,wye,wye,0.01666667,1,1
t226159329a,2,l3082993,a,x3082993a,b,wye,wye,0.01666667,1,1
t2224386617a,1,l3729298,a,x3729298a,a,wye,wye,0.01666667,1,1
t2224386617a,2,l3729298,a,x3729298a,b,wye,wye,0.01666667,1,1
t5337619a,1,l2990826,a,x2990826a,a,wye,wye,0.01666667,1,1
t5337619a,2,l2990826,a,x2990826a,b,wye,wye,0.01666667,1,1
t5337619b,1,l2990826,b,x2990826b,a,wye,wye,0.01666667,1,1
t5337619b,2,l2990826,b,x2990826b,b,wye,wye,0.01666667,1,1
t5337619c,1,l2990826,c,x2990826c,a,wye,wye,0.01666667,1,1
t5337619c,2,l2990826,c,x2990826c,b,wye,wye,0.01666667,1,1
t5338985a,1,l2897792,a,x2897792a,a,wye,wye,0.01666667,1,1
t5338985a,2,l2897792,a,x2897792a,b,wye,wye,0.01666667,1,1
t5302509c,1,l2804261,c,x2804261c,a,wye,wye,0.01666667,1,1
t5302509c,2,l2804261,c,x2804261c,b,wye,wye,0.01666667,1,1
t227100753a,1,l3189190,a,x3189190a,a,wye,wye,0.01666667,1,1
t227100753a,2,l3189190,a,x3189190a,b,wye,wye,0.01666667,1,1
t5355375a,1,l2689691,a,x2689691a,a,wye,wye,0.01666667,1,1
t5355375a,2,l2689691,a,x2689691a,b,wye,wye,0.01666667,1,1
t5293681a,1,l3195751,a,x3195751a,a,wye,wye,0.01666667,1,1
t5293681a,2,l3195751,a,x3195751a,b,wye,wye,0.01666667,1,1
t5338957c,1,l2785517,c,x2785517c,a,wye,wye,0.01666667,1,1
t5338957c,2,l2785517,c,x2785517c,b,wye,wye,0.01666667,1,1
t5275007c,1,l2916606,c,x2916606c,a,wye,wye,0.01666667,1,1
t5275007c,2,l2916606,c,x2916606c,b,wye,wye,0.01666667,1,1
t21399112c,1,l3254217,c,x3254217c,a,wye,wye,0.01666667,1,1
t21399112c,2,l3254217,c,x3254217c,b,wye,wye,0.01666667,1,1
t21380156b,1,l2841641,b,x2841641b,a,wye,wye,0.01666667,1,1
t21380156b,2,l2841641,b,x2841641b,b,wye,wye,0.01666667,1,1
t5321840b,1,l2804256,b,x2804256b,a,wye,wye,0.01666667,1,1
t5321840b,2,l2804256,b,x2804256b,b,wye,wye,0.01666667,1,1
t28120183c,1,l3122818,c,x3122818c,a,wye,wye,0.01666667,1,1
t28120183c,2,l3122818,c,x3122818c,b,wye,wye,0.01666667,1,1
t5302732a,1,l2691953,a,x2691953a,a,wye,wye,0.01666667,1,1
t5302732a,2,l2691953,a,x2691953a,b,wye,wye,0.01666667,1,1
t5260487a,1,l2692654,a,x2692654a,a,wye,wye,0.01666667,1,1
t5260487a,2,l2692654,a,x2692654a,b,wye,wye,0.01666667,1,1
t5323279b,1,l3235246,b,x3235246b,a,wye,wye,0.01666667,1,1
t5323279b,2,l3235246,b,x3235246b,b,wye,wye,0.01666667,1,1
t5260542a,1,l2955078,a,x2955078a,a,wye,wye,0.01666667,1,1
t5260542a,2,l2955078,a,x2955078a,b,wye,wye,0.01666667,1,1
t226311345b,1,l3139598,b,x3139598b,a,wye,wye,0.01666667,1,1
t226311345b,2,l3139598,b,x3139598b,b,wye,wye,0.01666667,1,1
t21459651c,1,l2763812,c,x2763812c,a,wye,wye,0.01666667,1,1
t21459651c,2,l2763812,c,x2763812c,b,wye,wye,0.01666667,1,1
t5351019c,1,l2767414,c,x2767414c,a,wye,wye,0.01666667,1,1
t5351019c,2,l2767414,c,x2767414c,b,wye,wye,0.01666667,1,1
t5391749b,1,l2991918,b,x2991918b,a,wye,wye,0.01666667,1,1
t5391749b,2,l2991918,b,x2991918b,b,wye,wye,0.01666667,1,1
t5321159a,1,l3008248,a,x3008248a,a,wye,wye,0.01666667,1,1
t5321159a,2,l3008248,a,x3008248a,b,wye,wye,0.01666667,1,1
t5260515a,1,l3160865,a,x3160865a,a,wye,wye,0.01666667,1,1
t5260515a,2,l3160865,a,x3160865a,b,wye,wye,0.01666667,1,1
t5355606b,1,l3029510,b,x3029510b,a,wye,wye,0.01666667,1,1
t5355606b,2,l3029510,b,x3029510b,b,wye,wye,0.01666667,1,1
t5321891c,1,l2748126,c,x2748126c,a,wye,wye,0.01666667,1,1
t5321891c,2,l2748126,c,x2748126c,b,wye,wye,0.01666667,1,1
t21399826a,1,l3216358,a,x3216358a,a,wye,wye,0.01666667,1,1
t21399826a,2,l3216358,a,x3216358a,b,wye,wye,0.01666667,1,1
t5260458b,1,l2936276,b,x2936276b,a,wye,wye,0.01666667,1,1
t5260458b,2,l2936276,b,x2936276b,b,wye,wye,0.01666667,1,1
t22112168874c,1,l2729207,c,x2729207c,a,wye,wye,0.01666667,1,1
t22112168874c,2,l2729207,c,x2729207c,b,wye,wye,0.01666667,1,1
t5337634c,1,l2897768,c,x2897768c,a,wye,wye,0.01666667,1,1
t5337634c,2,l2897768,c,x2897768c,b,wye,wye,0.01666667,1,1
t21386065c,1,l2917255,c,x2917255c,a,wye,wye,0.01666667,1,1
t21386065c,2,l2917255,c,x2917255c,b,wye,wye,0.01666667,1,1
t226192890c,1,l2933120,c,x2933120c,a,wye,wye,0.01666667,1,1
t226192890c,2,l2933120,c,x2933120c,b,wye,wye,0.01666667,1,1
t225498968b,1,l2684420,b,x2684420b,a,wye,wye,0.01666667,1,1
t225498968b,2,l2684420,b,x2684420b,b,wye,wye,0.01666667,1,1
t5391986a,1,l2766723,a,x2766723a,a,wye,wye,0.01666667,1,1
t5391986a,2,l2766723,a,x2766723a,b,wye,wye,0.01666667,1,1
t5138645b,1,l3104120,b,x3104120b,a,wye,wye,0.01666667,1,1
t5138645b,2,l3104120,b,x3104120b,b,wye,wye,0.01666667,1,1
t5337693b,1,l3066813,b,x3066813b,a,wye,wye,0.01666667,1,1
t5337693b,2,l3066813,b,x3066813b,b,wye,wye,0.01666667,1,1
t5323236b,1,l2822860,b,x2822860b,a,wye,wye,0.01666667,1,1
t5323236b,2,l2822860,b,x2822860b,b,wye,wye,0.01666667,1,1
t226197070a,1,l2933135,a,x2933135a,a,wye,wye,0.01666667,1,1
t226197070a,2,l2933135,a,x2933135a,b,wye,wye,0.01666667,1,1
t2224237384a,1,l3649298,a,x3649298a,a,wye,wye,0.01666667,1,1
t2224237384a,2,l3649298,a,x3649298a,b,wye,wye,0.01666667,1,1
t5391755b,1,l3104130,b,x3104130b,a,wye,wye,0.01666667,1,1
t5391755b,2,l3104130,b,x3104130b,b,wye,wye,0.01666667,1,1
t5338986a,1,l2785538,a,x2785538a,a,wye,wye,0.01666667,1,1
t5338986a,2,l2785538,a,x2785538a,b,wye,wye,0.01666667,1,1
t5293423b,1,l3122849,b,x3122849b,a,wye,wye,0.01666667,1,1
t5293423b,2,l3122849,b,x3122849b,b,wye,wye,0.01666667,1,1
t5260475a,1,l2879794,a,x2879794a,a,wye,wye,0.01666667,1,1
t5260475a,2,l2879794,a,x2879794a,b,wye,wye,0.01666667,1,1
t5338894a,1,l2879069,a,x2879069a,a,wye,wye,0.01666667,1,1
t5338894a,2,l2879069,a,x2879069a,b,wye,wye,0.01666667,1,1
t5138560a,1,l3104113,a,x3104113a,a,wye,wye,0.01666667,1,1
t5138560a,2,l3104113,a,x3104113a,b,wye,wye,0.01666667,1,1
t5260473a,1,l2861222,a,x2861222a,a,wye,wye,0.01666667,1,1
t5260473a,2,l2861222,a,x2861222a,b,wye,wye,0.01666667,1,1
t21197413c,1,l3141411,c,x3141411c,a,wye,wye,0.01666667,1,1
t21197413c,2,l3141411,c,x3141411c,b,wye,wye,0.01666667,1,1
t5294843a,1,l3178982,a,x3178982a,a,wye,wye,0.01666667,1,1
t5294843a,2,l3178982,a,x3178982a,b,wye,wye,0.01666667,1,1
t5247036c,1,l3029498,c,x3029498c,a,wye,wye,0.01666667,1,1
t5247036c,2,l3029498,c,x3029498c,b,wye,wye,0.01666667,1,1
t5355843a,1,l2952013,a,x2952013a,a,wye,wye,0.01666667,1,1
t5355843a,2,l2952013,a,x2952013a,b,wye,wye,0.01666667,1,1
t5391751b,1,l2860488,b,x2860488b,a,wye,wye,0.01666667,1,1
t5391751b,2,l2860488,b,x2860488b,b,wye,wye,0.01666667,1,1
t5302812c,1,l2691945,c,x2691945c,a,wye,wye,0.01666667,1,1
t5302812c,2,l2691945,c,x2691945c,b,wye,wye,0.01666667,1,1
t226308731a,1,l3214549,a,x3214549a,a,wye,wye,0.01666667,1,1
t226308731a,2,l3214549,a,x3214549a,b,wye,wye,0.01666667,1,1
t21396867a,1,l2710536,a,x2710536a,a,wye,wye,0.01666667,1,1
t21396867a,2,l2710536,a,x2710536a,b,wye,wye,0.01666667,1,1
t5356811a,1,l2804956,a,x2804956a,a,wye,wye,0.01666667,1,1
t5356811a,2,l2804956,a,x2804956a,b,wye,wye,0.01666667,1,1
t5302811c,1,l3160105,c,x3160105c,a,wye,wye,0.01666667,1,1
t5302811c,2,l3160105,c,x3160105c,b,wye,wye,0.01666667,1,1
t5294845a,1,l3010563,a,x3010563a,a,wye,wye,0.01666667,1,1
t5294845a,2,l3010563,a,x3010563a,b,wye,wye,0.01666667,1,1
t2224237380a,1,l3649297,a,x3649297a,a,wye,wye,0.01666667,1,1
t2224237380a,2,l3649297,a,x3649297a,b,wye,wye,0.01666667,1,1
t21386877a,1,l2823611,a,x2823611a,a,wye,wye,0.01666667,1,1
t21386877a,2,l2823611,a,x2823611a,b,wye,wye,0.01666667,1,1
t5138586c,1,l2860487,c,x2860487c,a,wye,wye,0.01666667,1,1
t5138586c,2,l2860487,c,x2860487c,b,wye,wye,0.01666667,1,1
t5247122b,1,l3197629,b,x3197629b,a,wye,wye,0.01666667,1,1
t5247122b,2,l3197629,b,x3197629b,b,wye,wye,0.01666667,1,1
t5323400b,1,l2691943,b,x2691943b,a,wye,wye,0.01666667,1,1
t5323400b,2,l2691943,b,x2691943b,b,wye,wye,0.01666667,1,1
t21397029a,1,l2673311,a,x2673311a,a,wye,wye,0.01666667,1,1
t21397029a,2,l2673311,a,x2673311a,b,wye,wye,0.01666667,1,1
t5356791c,1,l2767343,c,x2767343c,a,wye,wye,0.01666667,1,1
t5356791c,2,l2767343,c,x2767343c,b,wye,wye,0.01666667,1,1
t5337646b,1,l2879063,b,x2879063b,a,wye,wye,0.01666667,1,1
t5337646b,2,l2879063,b,x2879063b,b,wye,wye,0.01666667,1,1
t5138716c,1,l3254219,c,x3254219c,a,wye,wye,0.01666667,1,1
t5138716c,2,l3254219,c,x3254219c,b,wye,wye,0.01666667,1,1
t5339004b,1,l3197653,b,x3197653b,a,wye,wye,0.01666667,1,1
t5339004b,2,l3197653,b,x3197653b,b,wye,wye,0.01666667,1,1
t5355602b,1,l3251806,b,x3251806b,a,wye,wye,0.01666667,1,1
t5355602b,2,l3251806,b,x3251806b,b,wye,wye,0.01666667,1,1
t5337653b,1,l2673308,b,x2673308b,a,wye,wye,0.01666667,1,1
t5337653b,2,l2673308,b,x2673308b,b,wye,wye,0.01666667,1,1
t5323233b,1,l3254203,b,x3254203b,a,wye,wye,0.01666667,1,1
t5323233b,2,l3254203,b,x3254203b,b,wye,wye,0.01666667,1,1
t28120126a,1,l2814529,a,x2814529a,a,wye,wye,0.01666667,1,1
t28120126a,2,l2814529,a,x2814529a,b,wye,wye,0.01666667,1,1
t28120126b,1,l2814529,b,x2814529b,a,wye,wye,0.01666667,1,1
t28120126b,2,l2814529,b,x2814529b,b,wye,wye,0.01666667,1,1
t28120126c,1,l2814529,c,x2814529c,a,wye,wye,0.01666667,1,1
t28120126c,2,l2814529,c,x2814529c,b,wye,wye,0.01666667,1,1
t5223658a,1,l2823592,a,x2823592a,a,wye,wye,0.01666667,1,1
t5223658a,2,l2823592,a,x2823592a,b,wye,wye,0.01666667,1,1
t5138652c,1,l2766718,c,x2766718c,a,wye,wye,0.01666667,1,1
t5138652c,2,l2766718,c,x2766718c,b,wye,wye,0.01666667,1,1
t227678342c,1,l2727795,c,x2727795c,a,wye,wye,0.01666667,1,1
t227678342c,2,l2727795,c,x2727795c,b,wye,wye,0.01666667,1,1
t21249647b,1,l2955055,b,x2955055b,a,wye,wye,0.01666667,1,1
t21249647b,2,l2955055,b,x2955055b,b,wye,wye,0.01666667,1,1
t5337700b,1,l2766722,b,x2766722b,a,wye,wye,0.01666667,1,1
t5337700b,2,l2766722,b,x2766722b,b,wye,wye,0.01666667,1,1
t5356790c,1,l2804957,c,x2804957c,a,wye,wye,0.01666667,1,1
t5356790c,2,l2804957,c,x2804957c,b,wye,wye,0.01666667,1,1
t5302392a,1,l3010570,a,x3010570a,a,wye,wye,0.01666667,1,1
t5302392a,2,l3010570,a,x3010570a,b,wye,wye,0.01666667,1,1
t2224237391a,1,l3649299,a,x3649299a,a,wye,wye,0.01666667,1,1
t2224237391a,2,l3649299,a,x3649299a,b,wye,wye,0.01666667,1,1
t5138470c,1,l2766717,c,x2766717c,a,wye,wye,0.01666667,1,1
t5138470c,2,l2766717,c,x2766717c,b,wye,wye,0.01666667,1,1
t5260581c,1,l3254870,c,x3254870c,a,wye,wye,0.01666667,1,1
t5260581c,2,l3254870,c,x3254870c,b,wye,wye,0.01666667,1,1
t226191951b,1,l2801895,b,x2801895b,a,wye,wye,0.01666667,1,1
t226191951b,2,l2801895,b,x2801895b,b,wye,wye,0.01666667,1,1
t5392037b,1,l2673320,b,x2673320b,a,wye,wye,0.01666667,1,1
t5392037b,2,l2673320,b,x2673320b,b,wye,wye,0.01666667,1,1
t5138797b,1,l3198358,b,x3198358b,a,wye,wye,0.01666667,1,1
t5138797b,2,l3198358,b,x3198358b,b,wye,wye,0.01666667,1,1
t5251857c,1,l3064514,c,x3064514c,a,wye,wye,0.01666667,1,1
t5251857c,2,l3064514,c,x3064514c,b,wye,wye,0.01666667,1,1
t5293644a,1,l2729429,a,x2729429a,a,wye,wye,0.01666667,1,1
t5293644a,2,l2729429,a,x2729429a,b,wye,wye,0.01666667,1,1
t21396606c,1,l2785525,c,x2785525c,a,wye,wye,0.01666667,1,1
t21396606c,2,l2785525,c,x2785525c,b,wye,wye,0.01666667,1,1
t21395720c,1,l2860492,c,x2860492c,a,wye,wye,0.01666667,1,1
t21395720c,2,l2860492,c,x2860492c,b,wye,wye,0.01666667,1,1
t5338897a,1,l2973154,a,x2973154a,a,wye,wye,0.01666667,1,1
t5338897a,2,l2973154,a,x2973154a,b,wye,wye,0.01666667,1,1
t5355935a,1,l2691973,a,x2691973a,a,wye,wye,0.01666667,1,1
t5355935a,2,l2691973,a,x2691973a,b,wye,wye,0.01666667,1,1
t5274988c,1,l3085394,c,x3085394c,a,wye,wye,0.01666667,1,1
t5274988c,2,l3085394,c,x3085394c,b,wye,wye,0.01666667,1,1
t5323282b,1,l2897791,b,x2897791b,a,wye,wye,0.01666667,1,1
