transformer_id,winding,role,bus_id,bus_spec,connection,voltage_ratio,rated_s_pu,tap_pu,enabled
t226192762b,1,primary,l2689678,l2689678.2,wye,1,0.00018182,1,1
t226192762b,2,secondary_1,x2689678b,x2689678b.1.0,wye,0.01666667,0.00018182,1,1
t226192762b,3,secondary_2,x2689678b,x2689678b.0.2,wye,0.01666667,0.00018182,1,1
t5157717b,1,primary,l2748840,l2748840.2,wye,1,0.00054545,1,1
t5157717b,2,secondary_1,x2748840b,x2748840b.1.0,wye,0.01666667,0.00054545,1,1
t5157717b,3,secondary_2,x2748840b,x2748840b.0.2,wye,0.01666667,0.00054545,1,1
t5260602b,1,primary,l2989566,l2989566.2,wye,1,0.00054545,1,1
t5260602b,2,secondary_1,x2989566b,x2989566b.1.0,wye,0.01666667,0.00054545,1,1
t5260602b,3,secondary_2,x2989566b,x2989566b.0.2,wye,0.01666667,0.00054545,1,1
t5138416c,1,primary,l3141388,l3141388.3,wye,1,0.00036364,1,1
t5138416c,2,secondary_1,x3141388c,x3141388c.1.0,wye,0.01666667,0.00036364,1,1
t5138416c,3,secondary_2,x3141388c,x3141388c.0.2,wye,0.01666667,0.00036364,1,1
t21397771a,1,primary,l2673317,l2673317.1,wye,1,0.00054545,1,1
t21397771a,2,secondary_1,x2673317a,x2673317a.1.0,wye,0.01666667,0.00054545,1,1
t21397771a,3,secondary_2,x2673317a,x2673317a.0.2,wye,0.01666667,0.00054545,1,1
t21399171c,1,primary,l2822870,l2822870.3,wye,1,0.00054545,1,1
t21399171c,2,secondary_1,x2822870c,x2822870c.1.0,wye,0.01666667,0.00054545,1,1
t21399171c,3,secondary_2,x2822870c,x2822870c.0.2,wye,0.01666667,0.00054545,1,1
t226191779c,1,primary,l2745799,l2745799.3,wye,1,0.00090909,1,1
t226191779c,2,secondary_1,x2745799c,x2745799c.1.0,wye,0.01666667,0.00090909,1,1
t226191779c,3,secondary_2,x2745799c,x2745799c.0.2,wye,0.01666667,0.00090909,1,1
t5207291c,1,primary,l2786274,l2786274.3,wye,1,0.00090909,1,1
t5207291c,2,secondary_1,x2786274c,x2786274c.1.0,wye,0.01666667,0.00090909,1,1
t5207291c,3,secondary_2,x2786274c,x2786274c.0.2,wye,0.01666667,0.00090909,1,1
t5302679a,1,primary,l2897772,l2897772.1,wye,1,0.00054545,1,1
t5302679a,2,secondary_1,x2897772a,x2897772a.1.0,wye,0.01666667,0.00054545,1,1
t5302679a,3,secondary_2,x2897772a,x2897772a.0.2,wye,0.01666667,0.00054545,1,1
t5441854c,1,primary,l2935566,l2935566.3,wye,1,0.00090909,1,1
t5441854c,2,secondary_1,x2935566c,x2935566c.1.0,wye,0.01666667,0.00090909,1,1
t5441854c,3,secondary_2,x2935566c,x2935566c.0.2,wye,0.01666667,0.00090909,1,1
t228532641a,1,primary,l3091052,l3091052.1,wye,1,0.00136364,1,1
t228532641a,2,secondary_1,x3091052a,x3091052a.1.0,wye,0.01666667,0.00136364,1,1
t228532641a,3,secondary_2,x3091052a,x3091052a.0.2,wye,0.01666667,0.00136364,1,1
t5138776c,1,primary,l3010566,l3010566.3,wye,1,0.00054545,1,1
t5138776c,2,secondary_1,x3010566c,x3010566c.1.0,wye,0.01666667,0.00054545,1,1
t5138776c,3,secondary_2,x3010566c,x3010566c.0.2,wye,0.01666667,0.00054545,1,1
t5302410a,1,primary,l3104131,l3104131.1,wye,1,0.00090909,1,1
t5302410a,2,secondary_1,x3104131a,x3104131a.1.0,wye,0.01666667,0.00090909,1,1
t5302410a,3,secondary_2,x3104131a,x3104131a.0.2,wye,0.01666667,0.00090909,1,1
t5356010a,1,primary,l3216336,l3216336.1,wye,1,0.00090909,1,1
t5356010a,2,secondary_1,x3216336a,x3216336a.1.0,wye,0.01666667,0.00090909,1,1
t5356010a,3,secondary_2,x3216336a,x3216336a.0.2,wye,0.01666667,0.00090909,1,1
t226192994a,1,primary,l2858166,l2858166.1,wye,1,0.00036364,1,1
t226192994a,2,secondary_1,x2858166a,x2858166a.1.0,wye,0.01666667,0.00036364,1,1
t226192994a,3,secondary_2,x2858166a,x2858166a.0.2,wye,0.01666667,0.00036364,1,1
t5337629c,1,primary,l2748128,l2748128.3,wye,1,0.00090909,1,1
t5337629c,2,secondary_1,x2748128c,x2748128c.1.0,wye,0.01666667,0.00090909,1,1
t5337629c,3,secondary_2,x2748128c,x2748128c.0.2,wye,0.01666667,0.00090909,1,1
t5338967c,1,primary,l2673318,l2673318.3,wye,1,0.00090909,1,1
t5338967c,2,secondary_1,x2673318c,x2673318c.1.0,wye,0.01666667,0.00090909,1,1
t5338967c,3,secondary_2,x2673318c,x2673318c.0.2,wye,0.01666667,0.00090909,1,1
t21397304a,1,primary,l2973169,l2973169.1,wye,1,0.00054545,1,1
t21397304a,2,secondary_1,x2973169a,x2973169a.1.0,wye,0.01666667,0.00054545,1,1
t21397304a,3,secondary_2,x2973169a,x2973169a.0.2,wye,0.01666667,0.00054545,1,1
t5310570a,1,primary,l3160106,l3160106.1,wye,1,0.00090909,1,1
t5310570a,2,secondary_1,x3160106a,x3160106a.1.0,wye,0.01666667,0.00090909,1,1
t5310570a,3,secondary_2,x3160106a,x3160106a.0.2,wye,0.01666667,0.00090909,1,1
t5260637c,1,primary,l2842384,l2842384.3,wye,1,0.00036364,1,1
t5260637c,2,secondary_1,x2842384c,x2842384c.1.0,wye,0.01666667,0.00036364,1,1
t5260637c,3,secondary_2,x2842384c,x2842384c.0.2,wye,0.01666667,0.00036364,1,1
t5260577c,1,primary,l2767341,l2767341.3,wye,1,0.00136364,1,1
t5260577c,2,secondary_1,x2767341c,x2767341c.1.0,wye,0.01666667,0.00136364,1,1
t5260577c,3,secondary_2,x2767341c,x2767341c.0.2,wye,0.01666667,0.00136364,1,1
t5293658c,1,primary,l3189188,l3189188.3,wye,1,0.00181818,1,1
t5293658c,2,secondary_1,x3189188c,x3189188c.1.0,wye,0.01666667,0.00181818,1,1
t5293658c,3,secondary_2,x3189188c,x3189188c.0.2,wye,0.01666667,0.00181818,1,1
t21482279a,1,primary,l2710544,l2710544.1,wye,1,0.00054545,1,1
t21482279a,2,secondary_1,x2710544a,x2710544a.1.0,wye,0.01666667,0.00054545,1,1
t21482279a,3,secondary_2,x2710544a,x2710544a.0.2,wye,0.01666667,0.00054545,1,1
t21015706a,1,primary,l3160123,l3160123.1,wye,1,0.00054545,1,1
t21015706a,2,secondary_1,x3160123a,x3160123a.1.0,wye,0.01666667,0.00054545,1,1
t21015706a,3,secondary_2,x3160123a,x3160123a.0.2,wye,0.01666667,0.00054545,1,1
t5355607b,1,primary,l2991927,l2991927.2,wye,1,0.00090909,1,1
t5355607b,2,secondary_1,x2991927b,x2991927b.1.0,wye,0.01666667,0.00090909,1,1
t5355607b,3,secondary_2,x2991927b,x2991927b.0.2,wye,0.01666667,0.00090909,1,1
t21483138a,1,primary,l3122847,l3122847.1,wye,1,0.00054545,1,1
t21483138a,2,secondary_1,x3122847a,x3122847a.1.0,wye,0.01666667,0.00054545,1,1
t21483138a,3,secondary_2,x3122847a,x3122847a.0.2,wye,0.01666667,0.00054545,1,1
t226192492b,1,primary,l3008232,l3008232.2,wye,1,0.00036364,1,1
t226192492b,2,secondary_1,x3008232b,x3008232b.1.0,wye,0.01666667,0.00036364,1,1
t226192492b,3,secondary_2,x3008232b,x3008232b.0.2,wye,0.01666667,0.00036364,1,1
t5260591b,1,primary,l3179607,l3179607.2,wye,1,0.00090909,1,1
t5260591b,2,secondary_1,x3179607b,x3179607b.1.0,wye,0.01666667,0.00090909,1,1
t5260591b,3,secondary_2,x3179607b,x3179607b.0.2,wye,0.01666667,0.00090909,1,1
t5293486c,1,primary,l2673346,l2673346.3,wye,1,0.00090909,1,1
t5293486c,2,secondary_1,x2673346c,x2673346c.1.0,wye,0.01666667,0.00090909,1,1
t5293486c,3,secondary_2,x2673346c,x2673346c.0.2,wye,0.01666667,0.00090909,1,1
t5337690b,1,primary,l3104127,l3104127.2,wye,1,0.00090909,1,1
t5337690b,2,secondary_1,x3104127b,x3104127b.1.0,wye,0.01666667,0.00090909,1,1
t5337690b,3,secondary_2,x3104127b,x3104127b.0.2,wye,0.01666667,0.00090909,1,1
t5356805a,1,primary,l3195321,l3195321.1,wye,1,0.00054545,1,1
t5356805a,2,secondary_1,x3195321a,x3195321a.1.0,wye,0.01666667,0.00054545,1,1
t5356805a,3,secondary_2,x3195321a,x3195321a.0.2,wye,0.01666667,0.00054545,1,1
t5338963c,1,primary,l2673303,l2673303.3,wye,1,0.00054545,1,1
t5338963c,2,secondary_1,x2673303c,x2673303c.1.0,wye,0.01666667,0.00054545,1,1
t5338963c,3,secondary_2,x2673303c,x2673303c.0.2,wye,0.01666667,0.00054545,1,1
t5294789a,1,primary,l2895461,l2895461.1,wye,1,0.00090909,1,1
t5294789a,2,secondary_1,x2895461a,x2895461a.1.0,wye,0.01666667,0.00090909,1,1
t5294789a,3,secondary_2,x2895461a,x2895461a.0.2,wye,0.01666667,0.00090909,1,1
t226192684a,1,primary,l3027116,l3027116.1,wye,1,0.00054545,1,1
t226192684a,2,secondary_1,x3027116a,x3027116a.1.0,wye,0.01666667,0.00054545,1,1
t226192684a,3,secondary_2,x3027116a,x3027116a.0.2,wye,0.01666667,0.00054545,1,1
t21475841a,1,primary,l2992657,l2992657.1,wye,1,0.00090909,1,1
t21475841a,2,secondary_1,x2992657a,x2992657a.1.0,wye,0.01666667,0.00090909,1,1
t21475841a,3,secondary_2,x2992657a,x2992657a.0.2,wye,0.01666667,0.00090909,1,1
t5337642c,1,primary,l3104154,l3104154.3,wye,1,0.00136364,1,1
t5337642c,2,secondary_1,x3104154c,x3104154c.1.0,wye,0.01666667,0.00136364,1,1
t5337642c,3,secondary_2,x3104154c,x3104154c.0.2,wye,0.01666667,0.00136364,1,1
t21451973b,1,primary,l3010580,l3010580.2,wye,1,0.00054545,1,1
t21451973b,2,secondary_1,x3010580b,x3010580b.1.0,wye,0.01666667,0.00054545,1,1
t21451973b,3,secondary_2,x3010580b,x3010580b.0.2,wye,0.01666667,0.00054545,1,1
t2224386863a,1,primary,l3727710,l3727710.1,wye,1,0.00136364,1,1
t2224386863a,2,secondary_1,x3727710a,x3727710a.1.0,wye,0.01666667,0.00136364,1,1
t2224386863a,3,secondary_2,x3727710a,x3727710a.0.2,wye,0.01666667,0.00136364,1,1
t5351021c,1,primary,l2692664,l2692664.3,wye,1,0.00054545,1,1
t5351021c,2,secondary_1,x2692664c,x2692664c.1.0,wye,0.01666667,0.00054545,1,1
t5351021c,3,secondary_2,x2692664c,x2692664c.0.2,wye,0.01666667,0.00054545,1,1
t21384099a,1,primary,l3215385,l3215385.1,wye,1,0.00136364,1,1
t21384099a,2,secondary_1,x3215385a,x3215385a.1.0,wye,0.01666667,0.00136364,1,1
t21384099a,3,secondary_2,x3215385a,x3215385a.0.2,wye,0.01666667,0.00136364,1,1
t21384099b,1,primary,l3215385,l3215385.2,wye,1,0.00181818,1,1
t21384099b,2,secondary_1,x3215385b,x3215385b.1.0,wye,0.01666667,0.00181818,1,1
t21384099b,3,secondary_2,x3215385b,x3215385b.0.2,wye,0.01666667,0.00181818,1,1
t21384099c,1,primary,l3215385,l3215385.3,wye,1,0.00136364,1,1
t21384099c,2,secondary_1,x3215385c,x3215385c.1.0,wye,0.01666667,0.00136364,1,1
t21384099c,3,secondary_2,x3215385c,x3215385c.0.2,wye,0.01666667,0.00136364,1,1
t21397645a,1,primary,l2860493,l2860493.1,wye,1,0.00090909,1,1
t21397645a,2,secondary_1,x2860493a,x2860493a.1.0,wye,0.01666667,0.00090909,1,1
t21397645a,3,secondary_2,x2860493a,x2860493a.0.2,wye,0.01666667,0.00090909,1,1
t227896008c,1,primary,l3177881,l3177881.3,wye,1,0.00090909,1,1
t227896008c,2,secondary_1,x3177881c,x3177881c.1.0,wye,0.01666667,0.00090909,1,1
t227896008c,3,secondary_2,x3177881c,x3177881c.0.2,wye,0.01666667,0.00090909,1,1
t2224386842a,1,primary,l3727709,l3727709.1,wye,1,0.00136364,1,1
t2224386842a,2,secondary_1,x3727709a,x3727709a.1.0,wye,0.01666667,0.00136364,1,1
t2224386842a,3,secondary_2,x3727709a,x3727709a.0.2,wye,0.01666667,0.00136364,1,1
t5138752b,1,primary,l2785528,l2785528.2,wye,1,0.00054545,1,1
t5138752b,2,secondary_1,x2785528b,x2785528b.1.0,wye,0.01666667,0.00054545,1,1
t5138752b,3,secondary_2,x2785528b,x2785528b.0.2,wye,0.01666667,0.00054545,1,1
t5339012b,1,primary,l2973171,l2973171.2,wye,1,0.00090909,1,1
t5339012b,2,secondary_1,x2973171b,x2973171b.1.0,wye,0.01666667,0.00090909,1,1
t5339012b,3,secondary_2,x2973171b,x2973171b.0.2,wye,0.01666667,0.00090909,1,1
t5138412c,1,primary,l2785523,l2785523.3,wye,1,0.00054545,1,1
t5138412c,2,secondary_1,x2785523c,x2785523c.1.0,wye,0.01666667,0.00054545,1,1
t5138412c,3,secondary_2,x2785523c,x2785523c.0.2,wye,0.01666667,0.00054545,1,1
t2224237546a,1,primary,l3649300,l3649300.1,wye,1,0.00136364,1,1
t2224237546a,2,secondary_1,x3649300a,x3649300a.1.0,wye,0.01666667,0.00136364,1,1
t2224237546a,3,secondary_2,x3649300a,x3649300a.0.2,wye,0.01666667,0.00136364,1,1
t5302861c,1,primary,l2748133,l2748133.3,wye,1,0.00054545,1,1
t5302861c,2,secondary_1,x2748133c,x2748133c.1.0,wye,0.01666667,0.00054545,1,1
t5302861c,3,secondary_2,x2748133c,x2748133c.0.2,wye,0.01666667,0.00054545,1,1
t21399630a,1,primary,l3233353,l3233353.1,wye,1,0.00054545,1,1
t21399630a,2,secondary_1,x3233353a,x3233353a.1.0,wye,0.01666667,0.00054545,1,1
t21399630a,3,secondary_2,x3233353a,x3233353a.0.2,wye,0.01666667,0.00054545,1,1
t5337705b,1,primary,l2785547,l2785547.2,wye,1,0.00090909,1,1
t5337705b,2,secondary_1,x2785547b,x2785547b.1.0,wye,0.01666667,0.00090909,1,1
t5337705b,3,secondary_2,x2785547b,x2785547b.0.2,wye,0.01666667,0.00090909,1,1
t5323277b,1,primary,l2897800,l2897800.2,wye,1,0.00036364,1,1
t5323277b,2,secondary_1,x2897800b,x2897800b.1.0,wye,0.01666667,0.00036364,1,1
t5323277b,3,secondary_2,x2897800b,x2897800b.0.2,wye,0.01666667,0.00036364,1,1
t5337652b,1,primary,l2991939,l2991939.2,wye,1,0.00090909,1,1
t5337652b,2,secondary_1,x2991939b,x2991939b.1.0,wye,0.01666667,0.00090909,1,1
t5337652b,3,secondary_2,x2991939b,x2991939b.0.2,wye,0.01666667,0.00090909,1,1
t225571845b,1,primary,l2948732,l2948732.2,wye,1,0.00054545,1,1
t225571845b,2,secondary_1,x2948732b,x2948732b.1.0,wye,0.01666667,0.00054545,1,1
t225571845b,3,secondary_2,x2948732b,x2948732b.0.2,wye,0.01666667,0.00054545,1,1
t5247162b,1,primary,l0247162,l0247162.2,wye,1,0.00054545,1,1
t5247162b,2,secondary_1,x0247162b,x0247162b.1.0,wye,0.01666667,0.00054545,1,1
t5247162b,3,secondary_2,x0247162b,x0247162b.0.2,wye,0.01666667,0.00054545,1,1
t5247126b,1,primary,l2879065,l2879065.2,wye,1,0.00036364,1,1
t5247126b,2,secondary_1,x2879065b,x2879065b.1.0,wye,0.01666667,0.00036364,1,1
t5247126b,3,secondary_2,x2879065b,x2879065b.0.2,wye,0.01666667,0.00036364,1,1
t5138561a,1,primary,l3104121,l3104121.1,wye,1,0.00090909,1,1
t5138561a,2,secondary_1,x3104121a,x3104121a.1.0,wye,0.01666667,0.00090909,1,1
t5138561a,3,secondary_2,x3104121a,x3104121a.0.2,wye,0.01666667,0.00090909,1,1
t5293425a,1,primary,l2763153,l2763153.1,wye,1,0.00090909,1,1
t5293425a,2,secondary_1,x2763153a,x2763153a.1.0,wye,0.01666667,0.00090909,1,1
t5293425a,3,secondary_2,x2763153a,x2763153a.0.2,wye,0.01666667,0.00090909,1,1
t5294786c,1,primary,l2766724,l2766724.3,wye,1,0.00054545,1,1
t5294786c,2,secondary_1,x2766724c,x2766724c.1.0,wye,0.01666667,0.00054545,1,1
t5294786c,3,secondary_2,x2766724c,x2766724c.0.2,wye,0.01666667,0.00054545,1,1
t5260491c,1,primary,l2805031,l2805031.3,wye,1,0.00136364,1,1
t5260491c,2,secondary_1,x2805031c,x2805031c.1.0,wye,0.01666667,0.00136364,1,1
t5260491c,3,secondary_2,x2805031c,x2805031c.0.2,wye,0.01666667,0.00136364,1,1
t5275248b,1,primary,l2805036,l2805036.2,wye,1,0.00036364,1,1
t5275248b,2,secondary_1,x2805036b,x2805036b.1.0,wye,0.01666667,0.00036364,1,1
t5275248b,3,secondary_2,x2805036b,x2805036b.0.2,wye,0.01666667,0.00036364,1,1
t5339044c,1,primary,l3197625,l3197625.3,wye,1,0.00054545,1,1
t5339044c,2,secondary_1,x3197625c,x3197625c.1.0,wye,0.01666667,0.00054545,1,1
t5339044c,3,secondary_2,x3197625c,x3197625c.0.2,wye,0.01666667,0.00054545,1,1
t5356810c,1,primary,l3142049,l3142049.3,wye,1,0.00036364,1,1
t5356810c,2,secondary_1,x3142049c,x3142049c.1.0,wye,0.01666667,0.00036364,1,1
t5356810c,3,secondary_2,x3142049c,x3142049c.0.2,wye,0.01666667,0.00036364,1,1
t2223703238c,1,primary,l3342743,l3342743.3,wye,1,0.00036364,1,1
t2223703238c,2,secondary_1,x3342743c,x3342743c.1.0,wye,0.01666667,0.00036364,1,1
t2223703238c,3,secondary_2,x3342743c,x3342743c.0.2,wye,0.01666667,0.00036364,1,1
t28044328c,1,primary,l2785524,l2785524.3,wye,1,0.00054545,1,1
t28044328c,2,secondary_1,x2785524c,x2785524c.1.0,wye,0.01666667,0.00054545,1,1
t28044328c,3,secondary_2,x2785524c,x2785524c.0.2,wye,0.01666667,0.00054545,1,1
t5293665c,1,primary,l2973166,l2973166.3,wye,1,0.00090909,1,1
t5293665c,2,secondary_1,x2973166c,x2973166c.1.0,wye,0.01666667,0.00090909,1,1
t5293665c,3,secondary_2,x2973166c,x2973166c.0.2,wye,0.01666667,0.00090909,1,1
t225533675b,1,primary,l3225319,l3225319.2,wye,1,0.00136364,1,1
t225533675b,2,secondary_1,x3225319b,x3225319b.1.0,wye,0.01666667,0.00136364,1,1
t225533675b,3,secondary_2,x3225319b,x3225319b.0.2,wye,0.01666667,0.00136364,1,1
t226191850a,1,primary,l3270814,l3270814.1,wye,1,0.00090909,1,1
t226191850a,2,secondary_1,x3270814a,x3270814a.1.0,wye,0.01666667,0.00090909,1,1
t226191850a,3,secondary_2,x3270814a,x3270814a.0.2,wye,0.01666667,0.00090909,1,1
t5338899c,1,primary,l3122814,l3122814.3,wye,1,0.00054545,1,1
t5338899c,2,secondary_1,x3122814c,x3122814c.1.0,wye,0.01666667,0.00054545,1,1
t5338899c,3,secondary_2,x3122814c,x3122814c.0.2,wye,0.01666667,0.00054545,1,1
t5337628c,1,primary,l2897770,l2897770.3,wye,1,0.00090909,1,1
t5337628c,2,secondary_1,x2897770c,x2897770c.1.0,wye,0.01666667,0.00090909,1,1
t5337628c,3,secondary_2,x2897770c,x2897770c.0.2,wye,0.01666667,0.00090909,1,1
t5355767b,1,primary,l3197634,l3197634.2,wye,1,0.00136364,1,1
t5355767b,2,secondary_1,x3197634b,x3197634b.1.0,wye,0.01666667,0.00136364,1,1
t5355767b,3,secondary_2,x3197634b,x3197634b.0.2,wye,0.01666667,0.00136364,1,1
t0107636a,1,primary,l3030204,l3030204.1,wye,1,0.00090909,1,1
t0107636a,2,secondary_1,x3030204a,x3030204a.1.0,wye,0.01666667,0.00090909,1,1
t0107636a,3,secondary_2,x3030204a,x3030204a.0.2,wye,0.01666667,0.00090909,1,1
t226308729b,1,primary,l3102286,l3102286.2,wye,1,0.00272727,1,1
t226308729b,2,secondary_1,x3102286b,x3102286b.1.0,wye,0.01666667,0.00272727,1,1
t226308729b,3,secondary_2,x3102286b,x3102286b.0.2,wye,0.01666667,0.00272727,1,1
t226195333c,1,primary,l2801909,l2801909.3,wye,1,0.00036364,1,1
t226195333c,2,secondary_1,x2801909c,x2801909c.1.0,wye,0.01666667,0.00036364,1,1
t226195333c,3,secondary_2,x2801909c,x2801909c.0.2,wye,0.01666667,0.00036364,1,1
t5337669a,1,primary,l3122811,l3122811.1,wye,1,0.00090909,1,1
t5337669a,2,secondary_1,x3122811a,x3122811a.1.0,wye,0.01666667,0.00090909,1,1
t5337669a,3,secondary_2,x3122811a,x3122811a.0.2,wye,0.01666667,0.00090909,1,1
t5338942a,1,primary,l2822869,l2822869.1,wye,1,0.00090909,1,1
t5338942a,2,secondary_1,x2822869a,x2822869a.1.0,wye,0.01666667,0.00090909,1,1
t5338942a,3,secondary_2,x2822869a,x2822869a.0.2,wye,0.01666667,0.00090909,1,1
t21474556a,1,primary,l3086098,l3086098.1,wye,1,0.00181818,1,1
t21474556a,2,secondary_1,x3086098a,x3086098a.1.0,wye,0.01666667,0.00181818,1,1
t21474556a,3,secondary_2,x3086098a,x3086098a.0.2,wye,0.01666667,0.00181818,1,1
t225897846a,1,primary,l3120504,l3120504.1,wye,1,0.00054545,1,1
t225897846a,2,secondary_1,x3120504a,x3120504a.1.0,wye,0.01666667,0.00054545,1,1
t225897846a,3,secondary_2,x3120504a,x3120504a.0.2,wye,0.01666667,0.00054545,1,1
t2224386889a,1,primary,l3727712,l3727712.1,wye,1,0.00090909,1,1
t2224386889a,2,secondary_1,x3727712a,x3727712a.1.0,wye,0.01666667,0.00090909,1,1
t2224386889a,3,secondary_2,x3727712a,x3727712a.0.2,wye,0.01666667,0.00090909,1,1
t5294842a,1,primary,l3101789,l3101789.1,wye,1,0.00090909,1,1
t5294842a,2,secondary_1,x3101789a,x3101789a.1.0,wye,0.01666667,0.00090909,1,1
t5294842a,3,secondary_2,x3101789a,x3101789a.0.2,wye,0.01666667,0.00090909,1,1
t5138647c,1,primary,l3254210,l3254210.3,wye,1,0.00054545,1,1
t5138647c,2,secondary_1,x3254210c,x3254210c.1.0,wye,0.01666667,0.00054545,1,1
t5138647c,3,secondary_2,x3254210c,x3254210c.0.2,wye,0.01666667,0.00054545,1,1
t5260464a,1,primary,l2730187,l2730187.1,wye,1,0.00136364,1,1
t5260464a,2,secondary_1,x2730187a,x2730187a.1.0,wye,0.01666667,0.00136364,1,1
t5260464a,3,secondary_2,x2730187a,x2730187a.0.2,wye,0.01666667,0.00136364,1,1
t5337648b,1,primary,l3216367,l3216367.2,wye,1,0.00090909,1,1
t5337648b,2,secondary_1,x3216367b,x3216367b.1.0,wye,0.01666667,0.00090909,1,1
t5337648b,3,secondary_2,x3216367b,x3216367b.0.2,wye,0.01666667,0.00090909,1,1
t5275000c,1,primary,l2710509,l2710509.3,wye,1,0.00054545,1,1
t5275000c,2,secondary_1,x2710509c,x2710509c.1.0,wye,0.01666667,0.00054545,1,1
t5275000c,3,secondary_2,x2710509c,x2710509c.0.2,wye,0.01666667,0.00054545,1,1
t5337674a,1,primary,l3066805,l3066805.1,wye,1,0.00090909,1,1
t5337674a,2,secondary_1,x3066805a,x3066805a.1.0,wye,0.01666667,0.00090909,1,1
t5337674a,3,secondary_2,x3066805a,x3066805a.0.2,wye,0.01666667,0.00090909,1,1
t5338932c,1,primary,l3197661,l3197661.3,wye,1,0.00054545,1,1
t5338932c,2,secondary_1,x3197661c,x3197661c.1.0,wye,0.01666667,0.00054545,1,1
t5338932c,3,secondary_2,x3197661c,x3197661c.0.2,wye,0.01666667,0.00054545,1,1
t5356793c,1,primary,l3179608,l3179608.3,wye,1,0.00136364,1,1
t5356793c,2,secondary_1,x3179608c,x3179608c.1.0,wye,0.01666667,0.00136364,1,1
t5356793c,3,secondary_2,x3179608c,x3179608c.0.2,wye,0.01666667,0.00136364,1,1
t228549643a,1,primary,l2916234,l2916234.1,wye,1,0.00036364,1,1
t228549643a,2,secondary_1,x2916234a,x2916234a.1.0,wye,0.01666667,0.00036364,1,1
t228549643a,3,secondary_2,x2916234a,x2916234a.0.2,wye,0.01666667,0.00036364,1,1
t5302471a,1,primary,l3085402,l3085402.1,wye,1,0.00136364,1,1
t5302471a,2,secondary_1,x3085402a,x3085402a.1.0,wye,0.01666667,0.00136364,1,1
t5302471a,3,secondary_2,x3085402a,x3085402a.0.2,wye,0.01666667,0.00136364,1,1
t225897943c,1,primary,l2875754,l2875754.3,wye,1,0.00181818,1,1
t225897943c,2,secondary_1,x2875754c,x2875754c.1.0,wye,0.01666667,0.00181818,1,1
t225897943c,3,secondary_2,x2875754c,x2875754c.0.2,wye,0.01666667,0.00181818,1,1
t5355590b,1,primary,l2860478,l2860478.2,wye,1,0.00054545,1,1
t5355590b,2,secondary_1,x2860478b,x2860478b.1.0,wye,0.01666667,0.00054545,1,1
t5355590b,3,secondary_2,x2860478b,x2860478b.0.2,wye,0.01666667,0.00054545,1,1
t5247164b,1,primary,l2766732,l2766732.2,wye,1,0.00036364,1,1
t5247164b,2,secondary_1,x2766732b,x2766732b.1.0,wye,0.01666667,0.00036364,1,1
t5247164b,3,secondary_2,x2766732b,x2766732b.0.2,wye,0.01666667,0.00036364,1,1
t5207288b,1,primary,l3198355,l3198355.2,wye,1,0.00036364,1,1
t5207288b,2,secondary_1,x3198355b,x3198355b.1.0,wye,0.01666667,0.00036364,1,1
t5207288b,3,secondary_2,x3198355b,x3198355b.0.2,wye,0.01666667,0.00036364,1,1
t227895952a,1,primary,l3065665,l3065665.1,wye,1,0.00090909,1,1
t227895952a,2,secondary_1,x3065665a,x3065665a.1.0,wye,0.01666667,0.00090909,1,1
t227895952a,3,secondary_2,x3065665a,x3065665a.0.2,wye,0.01666667,0.00090909,1,1
t21148701b,1,primary,l2897771,l2897771.2,wye,1,0.00054545,1,1
t21148701b,2,secondary_1,x2897771b,x2897771b.1.0,wye,0.01666667,0.00054545,1,1
t21148701b,3,secondary_2,x2897771b,x2897771b.0.2,wye,0.01666667,0.00054545,1,1
t5138294b,1,primary,l2785516,l2785516.2,wye,1,0.00054545,1,1
t5138294b,2,secondary_1,x2785516b,x2785516b.1.0,wye,0.01666667,0.00054545,1,1
t5138294b,3,secondary_2,x2785516b,x2785516b.0.2,wye,0.01666667,0.00054545,1,1
t22112168866c,1,primary,l2729206,l2729206.3,wye,1,0.00136364,1,1
t22112168866c,2,secondary_1,x2729206c,x2729206c.1.0,wye,0.01666667,0.00136364,1,1
t22112168866c,3,secondary_2,x2729206c,x2729206c.0.2,wye,0.01666667,0.00136364,1,1
t226192185a,1,primary,l3195310,l3195310.1,wye,1,0.00090909,1,1
t226192185a,2,secondary_1,x3195310a,x3195310a.1.0,wye,0.01666667,0.00090909,1,1
t226192185a,3,secondary_2,x3195310a,x3195310a.0.2,wye,0.01666667,0.00090909,1,1
t21458756c,1,primary,l3232301,l3232301.3,wye,1,0.00272727,1,1
t21458756c,2,secondary_1,x3232301c,x3232301c.1.0,wye,0.01666667,0.00272727,1,1
t21458756c,3,secondary_2,x3232301c,x3232301c.0.2,wye,0.01666667,0.00272727,1,1
t5260624c,1,primary,l3048946,l3048946.3,wye,1,0.00054545,1,1
t5260624c,2,secondary_1,x3048946c,x3048946c.1.0,wye,0.01666667,0.00054545,1,1
t5260624c,3,secondary_2,x3048946c,x3048946c.0.2,wye,0.01666667,0.00054545,1,1
t5251867c,1,primary,l2861157,l2861157.3,wye,1,0.00090909,1,1
t5251867c,2,secondary_1,x2861157c,x2861157c.1.0,wye,0.01666667,0.00090909,1,1
t5251867c,3,secondary_2,x2861157c,x2861157c.0.2,wye,0.01666667,0.00090909,1,1
t228580047b,1,primary,l3029183,l3029183.2,wye,1,0.00054545,1,1
