bus_id,super_node,kept
p841985,l3119793,0
l3104796,l3104796,1
n1141476,m1125919,0
l2785519,l2785519,1
l3104122,l3104122,1
l3197618,l3197618,1
e192258,l3123509,0
d5534970-1_int,d5534970-1_int,1
l2841633,l2841633,1
l3254206,l3254206,1
n1145954,m1047303,0
p827580,m1047303,0
l2955074,l2955074,1
l2970845,l3104859,0
l3010585,l3010585,1
l2861219,l2861219,1
l3104135,l3104135,1
l3254203,l3254203,1
l2954352,l2954352,1
m1047400,l2748132,0
l2842379,l2842379,1
l2916617,l2916617,1
n1136670,m1047548,0
l2766727,l2766727,1
l2727019,m1166356,0
l2801909,l2801909,1
m1047831,m1047831,1
l2748131,l2748131,1
l2729427,l2729427,1
l2766717,l2766717,1
l2879064,l2879064,1
l3195318,l3195318,1
l3254204,l3254204,1
l2973148,l2973148,1
l2801902,l2801902,1
l2748146,l2748146,1
n1139549,m1026646,0
n1138593,m1026857,0
l3197624,l3197624,1
m1069558,m1069557,0
l3197654,l3197654,1
l2710505,l2710505,1
l2879065,l2879065,1
m1166358,m1166370,0
l2898522,l2898522,1
l2992556,l2992556,1
196-35813,m1047507,0
l3064514,l3064514,1
l3141402,l3141402,1
l2859391,l2859391,1
l2860489,l2860489,1
m1026989,m1026987,0
m1209752,m1209753,0
l2710514,l2710514,1
l2726975,l2726975,1
l3649306,l3649306,1
l2767407,l2767407,1
l2730107,l2730107,1
m4113347,m4113347,1
l3216339,l3216339,1
d5472341-1_int,d5472341-1_int,1
f739842,f739842,1
l2897792,l2897792,1
m1026800,l3254217,0
m1026797,l3254217,0
l2729407,l2729407,1
l3342743,l3342743,1
l3122818,l3122818,1
m1047430,m1047432,0
l3048203,l3048203,1
l2936276,l2936276,1
l2860499,l2860499,1
p827564,m4113347,0
l3030205,l3030205,1
l3008248,l3008248,1
l2804250,l2804250,1
l2954354,l2954354,1
l2673321,l2673321,1
l3197634,l3197634,1
l3141389,l3141389,1
l2935559,l2935559,1
p895087,m1089203,0
l3254217,l3254217,1
l3101782,l3101782,1
l2745799,l2745799,1
l3082983,l3082983,1
l2691966,l2691966,1
n1136368,m1069514,0
l3197642,l3197642,1
l2973157,l2973157,1
l2935550,l2935550,1
d5865224-1_int,d5865224-1_int,1
l3066821,l3066821,1
m1009691,l3066821,0
l3178975,l3178975,1
m1069518,m1069517,0
l2916618,l2916618,1
l2710515,l2710515,1
l3235258,l3235258,1
l3141395,l3141395,1
n1136997,m1047649,0
l3104123,l3104123,1
190-7361,190-7361,1
l3645812,l3645812,1
228-1353934-4_int,l3645812,0
l3254214,l3254214,1
d5686080-1_int,d5686080-1_int,1
l2766749,l2766749,1
l2692660,l2692660,1
l2955076,l2955076,1
m1125979,m1125974,0
l3160114,l3160114,1
l3235245,l3235245,1
m1026876,l3160102,0
l2785535,l2785535,1
l2973150,l2973150,1
l3160113,l3160113,1
l2710518,l2710518,1
l3195310,l3195310,1
l3142098,l3142098,1
m1026784,m1026783,0
l2897771,l2897771,1
l2917255,l2917255,1
l3254215,l3254215,1
l2989571,l2989571,1
l3179699,l3179699,1
l3029507,l3029507,1
l2748124,l2748124,1
d5958866-1_int,d5958866-1_int,1
l2861218,l2861218,1
l0247162,l0247162,1
l2935552,l2935552,1
l3216350,l3216350,1
l3197660,l3197660,1
m1026880,m1026880,1
l2822860,l2822860,1
l3101787,l3101787,1
l3027132,l3027132,1
l3179673,l3179673,1
l2879092,l2879092,1
l2803199,l2803199,1
l3254208,l3254208,1
m1027014,l2710515,0
m1047433,m1047432,0
l2991905,l2991905,1
l2935560,l2935560,1
l3085400,l3085400,1
l2764403,l2764403,1
m1108535,m1108532,0
l2785521,l2785521,1
l3216988,l3216988,1
l3649305,l3649305,1
l2983432,l2983432,1
l3315860,l3315860,1
m1125966,l3048887,0
l2729423,l2729423,1
d6140776-1_int,d6140776-1_int,1
l2673307,l2673307,1
l2685809,l2685809,1
l3254209,l3254209,1
l2860477,l2860477,1
p827548,m1069514,0
l3048946,l3048946,1
l2839331,m1027043,0
l2973180,l2973180,1
l3066806,l3066806,1
l2785529,l2785529,1
l3177894,l3177894,1
l2731712,l2731712,1
l2917310,l2917310,1
d5682346-3_int,d5682346-3_int,1
l3085394,l3085394,1
l3236004,l3236004,1
l2879066,l2879066,1
l3048214,l3048214,1
l3120504,l3120504,1
p827537,m1026695,0
228-979371-2_int,l2690868,0
l2785543,l2785543,1
m1047837,l3048199,0
l2916602,l2916602,1
d6140778-1_int,d6140778-1_int,1
l2766748,l2766748,1
regxfmr_190-8581,regxfmr_190-8581,1
l3104129,l3104129,1
m1027110,l2858175,0
l3047058,l3047058,1
l2801949,l2860506,0
l2710525,l2710525,1
l3197640,l3197640,1
l3010561,l3010561,1
l3141390,l3141390,1
d5746546-1_int,d5746546-1_int,1
d5956499-2_int,d5956499-2_int,1
l2823592_cap,l2823592,0
q16642_cap,q16642,0
q16483_cap,q16483,0
hvmv_sub_hsb,hvmv_sub_hsb,1
regxfmr_hvmv_sub_lsb,regxfmr_hvmv_sub_lsb,1
x2804253a,x2804253a,1
x3254213b,x3254213b,1
x3216339b,x3216339b,1
x2954355a,x2954355a,1
x2861197c,x2861197c,1
x2842379a,x2842379a,1
x2841636b,x2841636b,1
x3047289a,x3047289a,1
x3047289b,x3047289b,1
x3047289c,x3047289c,1
x3085399c,x3085399c,1
x3085391b,x3085391b,1
x2897778a,x2897778a,1
x3197647a,x3197647a,1
x2936275b,x2936275b,1
x2729408b,x2729408b,1
x2673310a,x2673310a,1
x3048212a,x3048212a,1
x3104133a,x3104133a,1
x2879087a,x2879087a,1
x2710510c,x2710510c,1
x3122810b,x3122810b,1
x2954352c,x2954352c,1
x2729411a,x2729411a,1
x3178971a,x3178971a,1
x3254234b,x3254234b,1
x_293471a,x_293471a,1
x_293471b,x_293471b,1
x_293471c,x_293471c,1
x2860482a,x2860482a,1
x2763811c,x2763811c,1
x3251799a,x3251799a,1
x2898526c,x2898526c,1
x2897780b,x2897780b,1
x3027124c,x3027124c,1
x2954361b,x2954361b,1
x2745811c,x2745811c,1
x2841633a,x2841633a,1
x2917359a,x2917359a,1
x2748158a,x2748158a,1
x2955047a,x2955047a,1
x3122837c,x3122837c,1
x2804269b,x2804269b,1
x3157708c,x3157708c,1
x3179682c,x3179682c,1
x2822877b,x2822877b,1
x3141393c,x3141393c,1
x2897801a,x2897801a,1
x3217056a,x3217056a,1
x2936270a,x2936270a,1
x3235249a,x3235249a,1
x3217052c,x3217052c,1
x2916598a,x2916598a,1
x3048206a,x3048206a,1
x3141402c,x3141402c,1
x3235256a,x3235256a,1
x3178973a,x3178973a,1
x3197654a,x3197654a,1
x3066809c,x3066809c,1
x2766742b,x2766742b,1
x2991908a,x2991908a,1
x3065750b,x3065750b,1
x3085401a,x3085401a,1
x2729413a,x2729413a,1
x3254915b,x3254915b,1
x2748131b,x2748131b,1
x3066810c,x3066810c,1
x2973146b,x2973146b,1
x2973180b,x2973180b,1
x2973167b,x2973167b,1
x2841621c,x2841621c,1
x3123509c,x3123509c,1
x2841627a,x2841627a,1
x3235250b,x3235250b,1
x3728037a,x3728037a,1
x3142078b,x3142078b,1
x2879066b,x2879066b,1
x3235254c,x3235254c,1
x2917330a,x2917330a,1
x2914323b,x2914323b,1
x3197640c,x3197640c,1
x3179673c,x3179673c,1
x3048228c,x3048228c,1
x3104126c,x3104126c,1
x2990098a,x2990098a,1
x2879067a,x2879067a,1
x3176656a,x3176656a,1
x2710532c,x2710532c,1
x3160115b,x3160115b,1
x3103822c,x3103822c,1
x2805034a,x2805034a,1
x3157167a,x3157167a,1
x2916620a,x2916620a,1
x2916620b,x2916620b,1
x2916620c,x2916620c,1
x3027132a,x3027132a,1
x2822862c,x2822862c,1
x2937757c,x2937757c,1
x2860483b,x2860483b,1
x3048210a,x3048210a,1
x3312692a,x3312692a,1
x3251854a,x3251854a,1
x3085398b,x3085398b,1
x3254207a,x3254207a,1
x2729424a,x2729424a,1
x3066816a,x3066816a,1
x2785518c,x2785518c,1
x3029503c,x3029503c,1
x2748140a,x2748140a,1
x2891575c,x2891575c,1
x2842329c,x2842329c,1
x3254212b,x3254212b,1
x3198348a,x3198348a,1
x3178979c,x3178979c,1
x2879054a,x2879054a,1
x3085388b,x3085388b,1
x2991914c,x2991914c,1
x2785534b,x2785534b,1
x3122835b,x3122835b,1
x3085395a,x3085395a,1
x2879064a,x2879064a,1
x3066814b,x3066814b,1
x2821087a,x2821087a,1
x2860479b,x2860479b,1
x3728042a,x3728042a,1
x2935557a,x2935557a,1
x2822864c,x2822864c,1
x3235247a,x3235247a,1
x3251807a,x3251807a,1
x2804282c,x2804282c,1
x2935560c,x2935560c,1
x3104145b,x3104145b,1
x3086078a,x3086078a,1
x2860477a,x2860477a,1
x3645811c,x3645811c,1
x3102793b,x3102793b,1
x2991910b,x2991910b,1
x2710511a,x2710511a,1
x2860486c,x2860486c,1
x2935551c,x2935551c,1
x2729409b,x2729409b,1
x2973833b,x2973833b,1
x2897769c,x2897769c,1
x3216368c,x3216368c,1
x2860490a,x2860490a,1
x2861158c,x2861158c,1
x3141399c,x3141399c,1
x3122816b,x3122816b,1
x2992556c,x2992556c,1
x2897779c,x2897779c,1
x2970811a,x2970811a,1
x2991933c,x2991933c,1
x2729428a,x2729428a,1
x3254216a,x3254216a,1
x2897807b,x2897807b,1
x2898522a,x2898522a,1
x3048230c,x3048230c,1
x3195327a,x3195327a,1
x3047058a,x3047058a,1
x2673313b,x2673313b,1
x3649302a,x3649302a,1
x3729297a,x3729297a,1
x2858163a,x2858163a,1
x3214112b,x3214112b,1
x2685805a,x2685805a,1
x2991912a,x2991912a,1
x3140238a,x3140238a,1
x3066830b,x3066830b,1
x3160878c,x3160878c,1
x2916609c,x2916609c,1
x2876814a,x2876814a,1
x3197646b,x3197646b,1
x2973151a,x2973151a,1
x3197627c,x3197627c,1
x2764412a,x2764412a,1
x2766716c,x2766716c,1
x2991917b,x2991917b,1
x3254229b,x3254229b,1
x2935556b,x2935556b,1
x3197660b,x3197660b,1
x2989565a,x2989565a,1
x3645809c,x3645809c,1
x3086075b,x3086075b,1
x3122824a,x3122824a,1
x3216338b,x3216338b,1
x2729405b,x2729405b,1
x2823545a,x2823545a,1
x2916610b,x2916610b,1
x3177665a,x3177665a,1
x2803199a,x2803199a,1
x2803199b,x2803199b,1
x2803199c,x2803199c,1
x2691952a,x2691952a,1
x2748144a,x2748144a,1
x3029504b,x3029504b,1
x3197635b,x3197635b,1
x2724120c,x2724120c,1
x3235244a,x3235244a,1
x2804254a,x2804254a,1
x2820531b,x2820531b,1
x3254214b,x3254214b,1
x2691966b,x2691966b,1
x3122822a,x3122822a,1
x3197639a,x3197639a,1
x3120503a,x3120503a,1
x3216349b,x3216349b,1
x3027670b,x3027670b,1
x3085392c,x3085392c,1
x3010556a,x3010556a,1
x3232902a,x3232902a,1
x3101782a,x3101782a,1
x2766715b,x2766715b,1
x2970804c,x2970804c,1
x3178975b,x3178975b,1
x2841648a,x2841648a,1
x3029497c,x3029497c,1
x3029520b,x3029520b,1
x2766744b,x2766744b,1
x3029518b,x3029518b,1
x2936214a,x2936214a,1
x2954346b,x2954346b,1
x2879061b,x2879061b,1
x3141394b,x3141394b,1
x3142098b,x3142098b,1
x3645812c,x3645812c,1
x2916627a,x2916627a,1
x3066815c,x3066815c,1
x3179678b,x3179678b,1
x3254237a,x3254237a,1
x2710512b,x2710512b,1
x3104125b,x3104125b,1
x3010559a,x3010559a,1
x2897790c,x2897790c,1
x2711225c,x2711225c,1
x2766729a,x2766729a,1
x3235275b,x3235275b,1
x3728038a,x3728038a,1
x3048222c,x3048222c,1
x2841630c,x2841630c,1
x2991907a,x2991907a,1
x2973144c,x2973144c,1
x3178976a,x3178976a,1
x3159448a,x3159448a,1
x3231255c,x3231255c,1
x3197626c,x3197626c,1
x2802480b,x2802480b,1
x2823544a,x2823544a,1
x2841624b,x2841624b,1
x3101194c,x3101194c,1
x2841619c,x2841619c,1
x2861218c,x2861218c,1
x2710513b,x2710513b,1
x2879062c,x2879062c,1
x2879767b,x2879767b,1
x2766725c,x2766725c,1
x3141396c,x3141396c,1
x2879752b,x2879752b,1
x2991940c,x2991940c,1
x2673321a,x2673321a,1
x2673326b,x2673326b,1
x2925506c,x2925506c,1
x2730106c,x2730106c,1
x2820556a,x2820556a,1
x3235248c,x3235248c,1
x2822871b,x2822871b,1
x2955076a,x2955076a,1
x2955005b,x2955005b,1
x3254208c,x3254208c,1
x3178978a,x3178978a,1
x3235253a,x3235253a,1
x3235241c,x3235241c,1
x3197636b,x3197636b,1
x3066811b,x3066811b,1
x3632979a,x3632979a,1
x3086074c,x3086074c,1
x2674051a,x2674051a,1
x3178981b,x3178981b,1
x3046854b,x3046854b,1
x2860506b,x2860506b,1
x3048966c,x3048966c,1
x2822872b,x2822872b,1
x3214071c,x3214071c,1
x2786273b,x2786273b,1
x3104853c,x3104853c,1
x2973158c,x2973158c,1
x3216123a,x3216123a,1
x2860485b,x2860485b,1
x3235946a,x3235946a,1
x2973148a,x2973148a,1
x3066829c,x3066829c,1
x3085393c,x3085393c,1
x2673322b,x2673322b,1
x3263051c,x3263051c,1
x2860500b,x2860500b,1
x3048211a,x3048211a,1
x3728041a,x3728041a,1
x3048199b,x3048199b,1
x3104136b,x3104136b,1
x2916599a,x2916599a,1
x3104134c,x3104134c,1
x2954344c,x2954344c,1
x3142099b,x3142099b,1
x2710515c,x2710515c,1
x3011298c,x3011298c,1
x3066812a,x3066812a,1
x3141403a,x3141403a,1
x3120484c,x3120484c,1
x2860504a,x2860504a,1
x2766750c,x2766750c,1
x2879077b,x2879077b,1
x3159037b,x3159037b,1
x3160793c,x3160793c,1
x3233412a,x3233412a,1
x2841620b,x2841620b,1
x3253995c,x3253995c,1
x2936279c,x2936279c,1
x2804277c,x2804277c,1
x2860489a,x2860489a,1
x2690868c,x2690868c,1
x3176661c,x3176661c,1
x2766746c,x2766746c,1
x3189189b,x3189189b,1
x3048196b,x3048196b,1
x2879074a,x2879074a,1
x3067478a,x3067478a,1
x2766726b,x2766726b,1
x2936271a,x2936271a,1
x2917328b,x2917328b,1
x3160103c,x3160103c,1
x3448661b,x3448661b,1
x2991901b,x2991901b,1
x2860499b,x2860499b,1
x2726975b,x2726975b,1
x2673300b,x2673300b,1
x2730107c,x2730107c,1
x2916619b,x2916619b,1
x2710525c,x2710525c,1
x2804260b,x2804260b,1
x3197631a,x3197631a,1
x2973153a,x2973153a,1
x3122813a,x3122813a,1
x2935567b,x2935567b,1
x2917336c,x2917336c,1
x2954350c,x2954350c,1
x3234185b,x3234185b,1
x3160107a,x3160107a,1
x3141401a,x3141401a,1
x2972704c,x2972704c,1
x3197644a,x3197644a,1
x2897805a,x2897805a,1
x2766499c,x2766499c,1
x3104132a,x3104132a,1
x2989564b,x2989564b,1
x2991923a,x2991923a,1
x3217053c,x3217053c,1
x3216345b,x3216345b,1
x2766721a,x2766721a,1
x3119793b,x3119793b,1
x2821010a,x2821010a,1
x3104118c,x3104118c,1
x3160101a,x3160101a,1
x2692633c,x2692633c,1
x2691950c,x2691950c,1
x3160108b,x3160108b,1
x2822873b,x2822873b,1
x3048887b,x3048887b,1
x3254227b,x3254227b,1
x2992624a,x2992624a,1
x3226771a,x3226771a,1
x3086002c,x3086002c,1
x3045895c,x3045895c,1
x2973160b,x2973160b,1
x2764403a,x2764403a,1
x3122812b,x3122812b,1
x3176660b,x3176660b,1
x2991943c,x2991943c,1
x2691941c,x2691941c,1
x2983432a,x2983432a,1
x3215549b,x3215549b,1
x2955077c,x2955077c,1
x2973157a,x2973157a,1
x2691951c,x2691951c,1
x3030199c,x3030199c,1
x2692655c,x2692655c,1
x2785546a,x2785546a,1
x2935559a,x2935559a,1
x2972930a,x2972930a,1
x2822866b,x2822866b,1
x2748781a,x2748781a,1
x3645810c,x3645810c,1
x2879076c,x2879076c,1
x2841616a,x2841616a,1
x2935554a,x2935554a,1
x2879075a,x2879075a,1
x2839305a,x2839305a,1
x2879753b,x2879753b,1
x2748129a,x2748129a,1
x2991906a,x2991906a,1
x2804247b,x2804247b,1
x3195318b,x3195318b,1
x3048888c,x3048888c,1
x2935552c,x2935552c,1
x2876797a,x2876797a,1
x3085389b,x3085389b,1
x2916603b,x2916603b,1
x2710518a,x2710518a,1
x3160896c,x3160896c,1
x2897776c,x2897776c,1
x2913406b,x2913406b,1
x2991915b,x2991915b,1
x2711224b,x2711224b,1
x2897766c,x2897766c,1
x2897775c,x2897775c,1
x3029495b,x3029495b,1
x2911069b,x2911069b,1
x3197633a,x3197633a,1
x3066817a,x3066817a,1
x2879089c,x2879089c,1
x3195315a,x3195315a,1
x2785529c,x2785529c,1
x2992656a,x2992656a,1
x2692661a,x2692661a,1
x3160114a,x3160114a,1
x3082992a,x3082992a,1
x2710537b,x2710537b,1
x3254238b,x3254238b,1
x2862616c,x2862616c,1
x2785526b,x2785526b,1
x2915542a,x2915542a,1
x2915542b,x2915542b,1
x2915542c,x2915542c,1
x3122820a,x3122820a,1
x3029505c,x3029505c,1
x2785522b,x2785522b,1
x2710543c,x2710543c,1
x2917310b,x2917310b,1
x3082993a,x3082993a,1
x3729298a,x3729298a,1
x2990826a,x2990826a,1
x2990826b,x2990826b,1
x2990826c,x2990826c,1
x2897792a,x2897792a,1
x2804261c,x2804261c,1
x3189190a,x3189190a,1
x2689691a,x2689691a,1
x3195751a,x3195751a,1
x2785517c,x2785517c,1
x2916606c,x2916606c,1
x3254217c,x3254217c,1
x2841641b,x2841641b,1
x2804256b,x2804256b,1
x3122818c,x3122818c,1
x2691953a,x2691953a,1
x2692654a,x2692654a,1
x3235246b,x3235246b,1
x2955078a,x2955078a,1
x3139598b,x3139598b,1
x2763812c,x2763812c,1
x2767414c,x2767414c,1
x2991918b,x2991918b,1
x3008248a,x3008248a,1
x3160865a,x3160865a,1
x3029510b,x3029510b,1
x2748126c,x2748126c,1
x3216358a,x3216358a,1
x2936276b,x2936276b,1
x2729207c,x2729207c,1
x2897768c,x2897768c,1
x2917255c,x2917255c,1
x2933120c,x2933120c,1
x2684420b,x2684420b,1
x2766723a,x2766723a,1
x3104120b,x3104120b,1
x3066813b,x3066813b,1
x2822860b,x2822860b,1
x2933135a,x2933135a,1
x3649298a,x3649298a,1
x3104130b,x3104130b,1
x2785538a,x2785538a,1
x3122849b,x3122849b,1
x2879794a,x2879794a,1
x2879069a,x2879069a,1
x3104113a,x3104113a,1
x2861222a,x2861222a,1
x3141411c,x3141411c,1
x3178982a,x3178982a,1
x3029498c,x3029498c,1
x2952013a,x2952013a,1
x2860488b,x2860488b,1
x2691945c,x2691945c,1
x3214549a,x3214549a,1
x2710536a,x2710536a,1
x2804956a,x2804956a,1
x3160105c,x3160105c,1
x3010563a,x3010563a,1
x3649297a,x3649297a,1
x2823611a,x2823611a,1
x2860487c,x2860487c,1
x3197629b,x3197629b,1
x2691943b,x2691943b,1
x2673311a,x2673311a,1
x2767343c,x2767343c,1
x2879063b,x2879063b,1
x3254219c,x3254219c,1
x3197653b,x3197653b,1
x3251806b,x3251806b,1
x2673308b,x2673308b,1
x3254203b,x3254203b,1
x2814529a,x2814529a,1
x2814529b,x2814529b,1
x2814529c,x2814529c,1
x2823592a,x2823592a,1
x2766718c,x2766718c,1
x2727795c,x2727795c,1
x2955055b,x2955055b,1
x2766722b,x2766722b,1
x2804957c,x2804957c,1
x3010570a,x3010570a,1
x3649299a,x3649299a,1
x2766717c,x2766717c,1
x3254870c,x3254870c,1
x2801895b,x2801895b,1
x2673320b,x2673320b,1
x3198358b,x3198358b,1
x3064514c,x3064514c,1
x2729429a,x2729429a,1
x2785525c,x2785525c,1
x2860492c,x2860492c,1
x2973154a,x2973154a,1
x2691973a,x2691973a,1
x3085394c,x3085394c,1
x2897791b,x2897791b,1
x2726983a,x2726983a,1
x2711234b,x2711234b,1
x3178980c,x3178980c,1
x3728039a,x3728039a,1
x2786266a,x2786266a,1
x2954338b,x2954338b,1
x3254869b,x3254869b,1
x3198356c,x3198356c,1
x2730163c,x2730163c,1
x3048965b,x3048965b,1
x3010561a,x3010561a,1
x3160102b,x3160102b,1
x3066806c,x3066806c,1
x3216361b,x3216361b,1
x2879092c,x2879092c,1
x3104117c,x3104117c,1
x2935568b,x2935568b,1
x2710530b,x2710530b,1
x2841618a,x2841618a,1
x3728043a,x3728043a,1
x2897765b,x2897765b,1
x2804283a,x2804283a,1
x3150961c,x3150961c,1
x2859391b,x2859391b,1
x3254206b,x3254206b,1
x3104122a,x3104122a,1
x3254218a,x3254218a,1
x2804255b,x2804255b,1
x2766748a,x2766748a,1
x2691938b,x2691938b,1
x3027671a,x3027671a,1
x2860501b,x2860501b,1
x2897764b,x2897764b,1
x3068944b,x3068944b,1
x2897781a,x2897781a,1
x2748132a,x2748132a,1
x2766727b,x2766727b,1
x2954339b,x2954339b,1
x2673316a,x2673316a,1
x3649304a,x3649304a,1
x2710508b,x2710508b,1
x2710520a,x2710520a,1
x3010567c,x3010567c,1
x2876798b,x2876798b,1
x3253570c,x3253570c,1
x3216350a,x3216350a,1
x2804257b,x2804257b,1
x3048937c,x3048937c,1
x2748157a,x2748157a,1
x3008237c,x3008237c,1
x3235258a,x3235258a,1
x3235258b,x3235258b,1
x3235258c,x3235258c,1
x2766738c,x2766738c,1
x2691948b,x2691948b,1
x2674052c,x2674052c,1
x3160868b,x3160868b,1
x3048889c,x3048889c,1
x3236004c,x3236004c,1
x3235255b,x3235255b,1
x3067447a,x3067447a,1
x2989432b,x2989432b,1
x2973164a,x2973164a,1
x3010565c,x3010565c,1
x2689678b,x2689678b,1
x2748840b,x2748840b,1
x2989566b,x2989566b,1
x3141388c,x3141388c,1
x2673317a,x2673317a,1
x2822870c,x2822870c,1
x2745799c,x2745799c,1
x2786274c,x2786274c,1
x2897772a,x2897772a,1
x2935566c,x2935566c,1
x3091052a,x3091052a,1
x3010566c,x3010566c,1
x3104131a,x3104131a,1
x3216336a,x3216336a,1
x2858166a,x2858166a,1
x2748128c,x2748128c,1
x2673318c,x2673318c,1
x2973169a,x2973169a,1
x3160106a,x3160106a,1
x2842384c,x2842384c,1
x2767341c,x2767341c,1
x3189188c,x3189188c,1
x2710544a,x2710544a,1
x3160123a,x3160123a,1
x2991927b,x2991927b,1
x3122847a,x3122847a,1
x3008232b,x3008232b,1
x3179607b,x3179607b,1
x2673346c,x2673346c,1
x3104127b,x3104127b,1
x3195321a,x3195321a,1
x2673303c,x2673303c,1
x2895461a,x2895461a,1
x3027116a,x3027116a,1
x2992657a,x2992657a,1
x3104154c,x3104154c,1
x3010580b,x3010580b,1
x3727710a,x3727710a,1
x2692664c,x2692664c,1
x3215385a,x3215385a,1
x3215385b,x3215385b,1
x3215385c,x3215385c,1
x2860493a,x2860493a,1
x3177881c,x3177881c,1
x3727709a,x3727709a,1
x2785528b,x2785528b,1
x2973171b,x2973171b,1
x2785523c,x2785523c,1
x3649300a,x3649300a,1
x2748133c,x2748133c,1
x3233353a,x3233353a,1
x2785547b,x2785547b,1
x2897800b,x2897800b,1
x2991939b,x2991939b,1
x2948732b,x2948732b,1
x0247162b,x0247162b,1
x2879065b,x2879065b,1
x3104121a,x3104121a,1
x2763153a,x2763153a,1
x2766724c,x2766724c,1
x2805031c,x2805031c,1
x2805036b,x2805036b,1
x3197625c,x3197625c,1
x3142049c,x3142049c,1
x3342743c,x3342743c,1
x2785524c,x2785524c,1
x2973166c,x2973166c,1
x3225319b,x3225319b,1
x3270814a,x3270814a,1
x3122814c,x3122814c,1
x2897770c,x2897770c,1
x3197634b,x3197634b,1
x3030204a,x3030204a,1
x3102286b,x3102286b,1
x2801909c,x2801909c,1
x3122811a,x3122811a,1
x2822869a,x2822869a,1
x3086098a,x3086098a,1
x3120504a,x3120504a,1
x3727712a,x3727712a,1
x3101789a,x3101789a,1
x3254210c,x3254210c,1
x2730187a,x2730187a,1
x3216367b,x3216367b,1
x2710509c,x2710509c,1
x3066805a,x3066805a,1
x3197661c,x3197661c,1
x3179608c,x3179608c,1
x2916234a,x2916234a,1
x3085402a,x3085402a,1
x2875754c,x2875754c,1
x2860478b,x2860478b,1
x2766732b,x2766732b,1
x3198355b,x3198355b,1
x3065665a,x3065665a,1
x2897771b,x2897771b,1
x2785516b,x2785516b,1
x2729206c,x2729206c,1
x3195310a,x3195310a,1
x3232301c,x3232301c,1
x3048946c,x3048946c,1
x2861157c,x2861157c,1
x3029183b,x3029183b,1
x3085396a,x3085396a,1
x2748146a,x2748146a,1
x2691954b,x2691954b,1
x2895449c,x2895449c,1
x2991911c,x2991911c,1
x2785515c,x2785515c,1
x2804262a,x2804262a,1
x0247160b,x0247160b,1
x2785537a,x2785537a,1
x3122819c,x3122819c,1
x2804245b,x2804245b,1
x2879068b,x2879068b,1
x2767409b,x2767409b,1
x2685809a,x2685809a,1
x3197637c,x3197637c,1
x3066818b,x3066818b,1
x2763407c,x2763407c,1
x2711226b,x2711226b,1
x3160109b,x3160109b,1
x2710516a,x2710516a,1
x3197641a,x3197641a,1
x2954351c,x2954351c,1
x2804272b,x2804272b,1
x2785519a,x2785519a,1
x2955006c,x2955006c,1
x3104123c,x3104123c,1
x2729414a,x2729414a,1
x2729414b,x2729414b,1
x2729414c,x2729414c,1
x2692660a,x2692660a,1
x2897793a,x2897793a,1
x3235266c,x3235266c,1
x2915534a,x2915534a,1
x2804259a,x2804259a,1
x2764399b,x2764399b,1
x2822863c,x2822863c,1
x3217057a,x3217057a,1
x3215203a,x3215203a,1
x3215203b,x3215203b,1
x3215203c,x3215203c,1
x3048221a,x3048221a,1
x2767408c,x2767408c,1
x3122848c,x3122848c,1
x2841635a,x2841635a,1
x2973162b,x2973162b,1
x3122821b,x3122821b,1
x3123452c,x3123452c,1
x3029500a,x3029500a,1
x3216344b,x3216344b,1
x2748125c,x2748125c,1
x2785520b,x2785520b,1
x3104119a,x3104119a,1
x2710517a,x2710517a,1
x3048227a,x3048227a,1
x3048209b,x3048209b,1
x3216370a,x3216370a,1
x3216370b,x3216370b,1
x3216370c,x3216370c,1
x3066819a,x3066819a,1
x2673314c,x2673314c,1
x3197643b,x3197643b,1
x2803194c,x2803194c,1
x2916617b,x2916617b,1
x3778577c,x3778577c,1
x2991916b,x2991916b,1
x2897554c,x2897554c,1
x3141397b,x3141397b,1
x2916608c,x2916608c,1
x3082983b,x3082983b,1
x2804248b,x2804248b,1
x2841639a,x2841639a,1
x3197645a,x3197645a,1
x2730108c,x2730108c,1
x2897806c,x2897806c,1
x3178977c,x3178977c,1
x2841631c,x2841631c,1
x3235945c,x3235945c,1
x2748839b,x2748839b,1
x2989571a,x2989571a,1
x3552667c,x3552667c,1
x3216347c,x3216347c,1
x2897789b,x2897789b,1
x3160100b,x3160100b,1
x2973156b,x2973156b,1
x3048214a,x3048214a,1
x2766719a,x2766719a,1
x2729401b,x2729401b,1
x2991640c,x2991640c,1
x3139366a,x3139366a,1
x2728247a,x2728247a,1
x2728247b,x2728247b,1
x2728247c,x2728247c,1
x2673306c,x2673306c,1
x2954357a,x2954357a,1
x3141395c,x3141395c,1
x2876796a,x2876796a,1
x3197642c,x3197642c,1
x3254873c,x3254873c,1
x2822858b,x2822858b,1
x3728040a,x3728040a,1
x3157710b,x3157710b,1
x2710514b,x2710514b,1
x2763072b,x2763072b,1
x2710519a,x2710519a,1
x3727711a,x3727711a,1
x2691936a,x2691936a,1
x2841638c,x2841638c,1
x3254209c,x3254209c,1
x3010557a,x3010557a,1
x2820528c,x2820528c,1
x3251808a,x3251808a,1
x3649305a,x3649305a,1
x3157718a,x3157718a,1
x3010569a,x3010569a,1
x2785527a,x2785527a,1
x3047073c,x3047073c,1
x3649306a,x3649306a,1
x2973161a,x2973161a,1
x2688692b,x2688692b,1
