equipment_class,equipment_id,terminal,original_bus,reduced_bus
transformer,t5391740b,to,x3048200b,x3048200b
transformer,t5391740b,from,l3048200,l3048200
transformer,t5391740b,to,x3048200b,x3048200b
transformer,t5138260a,from,l3048208,l3048208
transformer,t5138260a,to,x3048208a,x3048208a
transformer,t5138260a,from,l3048208,l3048208
transformer,t5138260a,to,x3048208a,x3048208a
transformer,t5260535c,from,l3067507,l3067507
transformer,t5260535c,to,x3067507c,x3067507c
transformer,t5260535c,from,l3067507,l3067507
transformer,t5260535c,to,x3067507c,x3067507c
transformer,t21389962c,from,l2804249,l2804249
transformer,t21389962c,to,x2804249c,x2804249c
transformer,t21389962c,from,l2804249,l2804249
transformer,t21389962c,to,x2804249c,x2804249c
transformer,t5328363b,from,l2936213,l2936213
transformer,t5328363b,to,x2936213b,x2936213b
transformer,t5328363b,from,l2936213,l2936213
transformer,t5328363b,to,x2936213b,x2936213b
transformer,t228057846a,from,l3215340,l3215340
transformer,t228057846a,to,x3215340a,x3215340a
transformer,t228057846a,from,l3215340,l3215340
transformer,t228057846a,to,x3215340a,x3215340a
transformer,t5339052c,from,l3118855,l3118855
transformer,t5339052c,to,x3118855c,x3118855c
transformer,t5339052c,from,l3118855,l3118855
transformer,t5339052c,to,x3118855c,x3118855c
transformer,t5323261b,from,l3085397,l3085397
transformer,t5323261b,to,x3085397b,x3085397b
transformer,t5323261b,from,l3085397,l3085397
transformer,t5323261b,to,x3085397b,x3085397b
transformer,t5260569c,from,l3104796,l3104796
transformer,t5260569c,to,x3104796c,x3104796c
transformer,t5260569c,from,l3104796,l3104796
transformer,t5260569c,to,x3104796c,x3104796c
transformer,t228622562a,from,l3108449,l3108449
transformer,t228622562a,to,x3108449a,x3108449a
transformer,t228622562a,from,l3108449,l3108449
transformer,t228622562a,to,x3108449a,x3108449a
transformer,t5337632c,from,l2673307,l2673307
transformer,t5337632c,to,x2673307c,x2673307c
transformer,t5337632c,from,l2673307,l2673307
transformer,t5337632c,to,x2673307c,x2673307c
transformer,t21398536a,from,l2973159,l2973159
transformer,t21398536a,to,x2973159a,x2973159a
transformer,t21398536a,from,l2973159,l2973159
transformer,t21398536a,to,x2973159a,x2973159a
transformer,t5321877a,from,l3101787,l3101787
transformer,t5321877a,to,x3101787a,x3101787a
transformer,t5321877a,from,l3101787,l3101787
transformer,t5321877a,to,x3101787a,x3101787a
transformer,t5338931c,from,l2785521,l2785521
transformer,t5338931c,to,x2785521c,x2785521c
transformer,t5338931c,from,l2785521,l2785521
transformer,t5338931c,to,x2785521c,x2785521c
transformer,t5339016b,from,l3235273,l3235273
transformer,t5339016b,to,x3235273b,x3235273b
transformer,t5339016b,from,l3235273,l3235273
transformer,t5339016b,to,x3235273b,x3235273b
transformer,t5356798c,from,l2692600,l2692600
transformer,t5356798c,to,x2692600c,x2692600c
transformer,t5356798c,from,l2692600,l2692600
transformer,t5356798c,to,x2692600c,x2692600c
transformer,t21386442c,from,l3179637,l3179637
transformer,t21386442c,to,x3179637c,x3179637c
transformer,t21386442c,from,l3179637,l3179637
transformer,t21386442c,to,x3179637c,x3179637c
transformer,t5337633c,from,l2729406,l2729406
transformer,t5337633c,to,x2729406c,x2729406c
transformer,t5337633c,from,l2729406,l2729406
transformer,t5337633c,to,x2729406c,x2729406c
transformer,t5302678a,from,l3029499,l3029499
transformer,t5302678a,to,x3029499a,x3029499a
transformer,t5302678a,from,l3029499,l3029499
transformer,t5302678a,to,x3029499a,x3029499a
transformer,t5251828b,from,l3179650,l3179650
transformer,t5251828b,to,x3179650b,x3179650b
transformer,t5251828b,from,l3179650,l3179650
transformer,t5251828b,to,x3179650b,x3179650b
transformer,t5356803a,from,l2748780,l2748780
transformer,t5356803a,to,x2748780a,x2748780a
transformer,t5356803a,from,l2748780,l2748780
transformer,t5356803a,to,x2748780a,x2748780a
transformer,t21386976a,from,l3141398,l3141398
transformer,t21386976a,to,x3141398a,x3141398a
transformer,t21386976a,from,l3141398,l3141398
transformer,t21386976a,to,x3141398a,x3141398a
transformer,t5293668a,from,l3085403,l3085403
transformer,t5293668a,to,x3085403a,x3085403a
transformer,t5293668a,from,l3085403,l3085403
transformer,t5293668a,to,x3085403a,x3085403a
transformer,t5138796b,from,l3236011,l3236011
transformer,t5138796b,to,x3236011b,x3236011b
transformer,t5138796b,from,l3236011,l3236011
transformer,t5138796b,to,x3236011b,x3236011b
transformer,t5355584b,from,l2710542,l2710542
transformer,t5355584b,to,x2710542b,x2710542b
transformer,t5355584b,from,l2710542,l2710542
transformer,t5355584b,to,x2710542b,x2710542b
transformer,t226191995b,from,l2801896,l2801896
transformer,t226191995b,to,x2801896b,x2801896b
transformer,t226191995b,from,l2801896,l2801896
transformer,t226191995b,to,x2801896b,x2801896b
transformer,t5337688b,from,l3029501,l3029501
transformer,t5337688b,to,x3029501b,x3029501b
transformer,t5337688b,from,l3029501,l3029501
transformer,t5337688b,to,x3029501b,x3029501b
transformer,t228446184a,from,l3159645,l3159645
transformer,t228446184a,to,x3159645a,x3159645a
transformer,t228446184a,from,l3159645,l3159645
transformer,t228446184a,to,x3159645a,x3159645a
transformer,t226193698c,from,l3125349,l3125349
transformer,t226193698c,to,x3125349c,x3125349c
transformer,t226193698c,from,l3125349,l3125349
transformer,t226193698c,to,x3125349c,x3125349c
transformer,t5325472b,from,l2973149,l2973149
transformer,t5325472b,to,x2973149b,x2973149b
transformer,t5325472b,from,l2973149,l2973149
transformer,t5325472b,to,x2973149b,x2973149b
transformer,t21390038c,from,l3030205,l3030205
transformer,t21390038c,to,x3030205c,x3030205c
transformer,t21390038c,from,l3030205,l3030205
transformer,t21390038c,to,x3030205c,x3030205c
transformer,t5356012a,from,l2841615,l2841615
transformer,t5356012a,to,x2841615a,x2841615a
transformer,t5356012a,from,l2841615,l2841615
transformer,t5356012a,to,x2841615a,x2841615a
transformer,t5260495b,from,l2767407,l2767407
transformer,t5260495b,to,x2767407b,x2767407b
transformer,t5260495b,from,l2767407,l2767407
transformer,t5260495b,to,x2767407b,x2767407b
transformer,t225767272a,from,l3139103,l3139103
transformer,t225767272a,to,x3139103a,x3139103a
transformer,t225767272a,from,l3139103,l3139103
transformer,t225767272a,to,x3139103a,x3139103a
transformer,t28129466a,from,l3011293,l3011293
transformer,t28129466a,to,x3011293a,x3011293a
transformer,t28129466a,from,l3011293,l3011293
transformer,t28129466a,to,x3011293a,x3011293a
transformer,t28129466b,from,l3011293,l3011293
transformer,t28129466b,to,x3011293b,x3011293b
transformer,t28129466b,from,l3011293,l3011293
transformer,t28129466b,to,x3011293b,x3011293b
transformer,t28129466c,from,l3011293,l3011293
transformer,t28129466c,to,x3011293c,x3011293c
transformer,t28129466c,from,l3011293,l3011293
transformer,t28129466c,to,x3011293c,x3011293c
transformer,t226193702c,from,l3181545,l3181545
transformer,t226193702c,to,x3181545c,x3181545c
transformer,t226193702c,from,l3181545,l3181545
transformer,t226193702c,to,x3181545c,x3181545c
transformer,t5338917a,from,l2935555,l2935555
transformer,t5338917a,to,x2935555a,x2935555a
transformer,t5338917a,from,l2935555,l2935555
transformer,t5338917a,to,x2935555a,x2935555a
transformer,t5323248b,from,l3048207,l3048207
transformer,t5323248b,to,x3048207b,x3048207b
transformer,t5323248b,from,l3048207,l3048207
transformer,t5323248b,to,x3048207b,x3048207b
transformer,t5337707b,from,l3160104,l3160104
transformer,t5337707b,to,x3160104b,x3160104b
transformer,t5337707b,from,l3160104,l3160104
transformer,t5337707b,to,x3160104b,x3160104b
transformer,t21393643a,from,l2851933,l2851933
transformer,t21393643a,to,x2851933a,x2851933a
transformer,t21393643a,from,l2851933,l2851933
transformer,t21393643a,to,x2851933a,x2851933a
transformer,t21393643b,from,l2851933,l2851933
transformer,t21393643b,to,x2851933b,x2851933b
transformer,t21393643b,from,l2851933,l2851933
transformer,t21393643b,to,x2851933b,x2851933b
transformer,t21393643c,from,l2851933,l2851933
transformer,t21393643c,to,x2851933c,x2851933c
transformer,t21393643c,from,l2851933,l2851933
transformer,t21393643c,to,x2851933c,x2851933c
transformer,t5247170b,from,l2897784,l2897784
transformer,t5247170b,to,x2897784b,x2897784b
transformer,t5247170b,from,l2897784,l2897784
transformer,t5247170b,to,x2897784b,x2897784b
transformer,t5293664a,from,l3207907,l3207907
transformer,t5293664a,to,x3207907a,x3207907a
transformer,t5293664a,from,l3207907,l3207907
transformer,t5293664a,to,x3207907a,x3207907a
transformer,t5293664b,from,l3207907,l3207907
transformer,t5293664b,to,x3207907b,x3207907b
transformer,t5293664b,from,l3207907,l3207907
transformer,t5293664b,to,x3207907b,x3207907b
transformer,t5293664c,from,l3207907,l3207907
transformer,t5293664c,to,x3207907c,x3207907c
transformer,t5293664c,from,l3207907,l3207907
transformer,t5293664c,to,x3207907c,x3207907c
transformer,t226193395b,from,l2726974,l2726974
transformer,t226193395b,to,x2726974b,x2726974b
transformer,t226193395b,from,l2726974,l2726974
transformer,t226193395b,to,x2726974b,x2726974b
transformer,t5138262a,from,l3029502,l3029502
transformer,t5138262a,to,x3029502a,x3029502a
transformer,t5138262a,from,l3029502,l3029502
transformer,t5138262a,to,x3029502a,x3029502a
transformer,t5338923c,from,l3178972,l3178972
transformer,t5338923c,to,x3178972c,x3178972c
transformer,t5338923c,from,l3178972,l3178972
transformer,t5338923c,to,x3178972c,x3178972c
transformer,t5260607b,from,l3029055,l3029055
transformer,t5260607b,to,x3029055b,x3029055b
transformer,t5260607b,from,l3029055,l3029055
transformer,t5260607b,to,x3029055b,x3029055b
transformer,t5302368b,from,l3029507,l3029507
transformer,t5302368b,to,x3029507b,x3029507b
transformer,t5302368b,from,l3029507,l3029507
transformer,t5302368b,to,x3029507b,x3029507b
transformer,t5338989a,from,l3254230,l3254230
transformer,t5338989a,to,x3254230a,x3254230a
transformer,t5338989a,from,l3254230,l3254230
transformer,t5338989a,to,x3254230a,x3254230a
transformer,t5260639c,from,l3030203,l3030203
transformer,t5260639c,to,x3030203c,x3030203c
transformer,t5260639c,from,l3030203,l3030203
transformer,t5260639c,to,x3030203c,x3030203c
transformer,t5323273b,from,l3048203,l3048203
transformer,t5323273b,to,x3048203b,x3048203b
transformer,t5323273b,from,l3048203,l3048203
transformer,t5323273b,to,x3048203b,x3048203b
transformer,t5260521b,from,l3048963,l3048963
transformer,t5260521b,to,x3048963b,x3048963b
transformer,t5260521b,from,l3048963,l3048963
transformer,t5260521b,to,x3048963b,x3048963b
transformer,t21380325b,from,l2674027,l2674027
transformer,t21380325b,to,x2674027b,x2674027b
transformer,t21380325b,from,l2674027,l2674027
transformer,t21380325b,to,x2674027b,x2674027b
transformer,t5391753b,from,l2973163,l2973163
transformer,t5391753b,to,x2973163b,x2973163b
transformer,t5391753b,from,l2973163,l2973163
transformer,t5391753b,to,x2973163b,x2973163b
transformer,t5260479a,from,l2955074,l2955074
transformer,t5260479a,to,x2955074a,x2955074a
transformer,t5260479a,from,l2955074,l2955074
transformer,t5260479a,to,x2955074a,x2955074a
transformer,t5337645b,from,l3216342,l3216342
transformer,t5337645b,to,x3216342b,x3216342b
transformer,t5337645b,from,l3216342,l3216342
transformer,t5337645b,to,x3216342b,x3216342b
transformer,t5275008c,from,l3235243,l3235243
transformer,t5275008c,to,x3235243c,x3235243c
transformer,t5275008c,from,l3235243,l3235243
transformer,t5275008c,to,x3235243c,x3235243c
transformer,t226194421c,from,l3214069,l3214069
transformer,t226194421c,to,x3214069c,x3214069c
transformer,t226194421c,from,l3214069,l3214069
transformer,t226194421c,to,x3214069c,x3214069c
transformer,t5338972b,from,l2841632,l2841632
transformer,t5338972b,to,x2841632b,x2841632b
transformer,t5338972b,from,l2841632,l2841632
transformer,t5338972b,to,x2841632b,x2841632b
transformer,t5391747b,from,l2822859,l2822859
transformer,t5391747b,to,x2822859b,x2822859b
transformer,t5391747b,from,l2822859,l2822859
transformer,t5391747b,to,x2822859b,x2822859b
transformer,t5251865c,from,l3142050,l3142050
transformer,t5251865c,to,x3142050c,x3142050c
transformer,t5251865c,from,l3142050,l3142050
transformer,t5251865c,to,x3142050c,x3142050c
transformer,t5338898a,from,l2973155,l2973155
transformer,t5338898a,to,x2973155a,x2973155a
transformer,t5338898a,from,l2973155,l2973155
transformer,t5338898a,to,x2973155a,x2973155a
transformer,t5260605a,from,l2973791,l2973791
transformer,t5260605a,to,x2973791a,x2973791a
transformer,t5260605a,from,l2973791,l2973791
transformer,t5260605a,to,x2973791a,x2973791a
transformer,t5138405c,from,l2841629,l2841629
transformer,t5138405c,to,x2841629c,x2841629c
transformer,t5138405c,from,l2841629,l2841629
transformer,t5138405c,to,x2841629c,x2841629c
transformer,t21397544a,from,l2822868,l2822868
transformer,t21397544a,to,x2822868a,x2822868a
transformer,t21397544a,from,l2822868,l2822868
transformer,t21397544a,to,x2822868a,x2822868a
transformer,t5302370b,from,l3122823,l3122823
transformer,t5302370b,to,x3122823b,x3122823b
transformer,t5302370b,from,l3122823,l3122823
transformer,t5302370b,to,x3122823b,x3122823b
transformer,t5337614b,from,l2952003,l2952003
transformer,t5337614b,to,x2952003b,x2952003b
transformer,t5337614b,from,l2952003,l2952003
transformer,t5337614b,to,x2952003b,x2952003b
transformer,t5260467a,from,l3104856,l3104856
transformer,t5260467a,to,x3104856a,x3104856a
transformer,t5260467a,from,l3104856,l3104856
transformer,t5260467a,to,x3104856a,x3104856a
transformer,t5223662c,from,l2786204,l2786204
transformer,t5223662c,to,x2786204c,x2786204c
transformer,t5223662c,from,l2786204,l2786204
transformer,t5223662c,to,x2786204c,x2786204c
transformer,t21384215a,from,l2841622,l2841622
transformer,t21384215a,to,x2841622a,x2841622a
transformer,t21384215a,from,l2841622,l2841622
transformer,t21384215a,to,x2841622a,x2841622a
transformer,t21380528a,from,l2973150,l2973150
transformer,t21380528a,to,x2973150a,x2973150a
transformer,t21380528a,from,l2973150,l2973150
transformer,t21380528a,to,x2973150a,x2973150a
transformer,t5339003b,from,l3066826,l3066826
transformer,t5339003b,to,x3066826b,x3066826b
transformer,t5339003b,from,l3066826,l3066826
transformer,t5339003b,to,x3066826b,x3066826b
transformer,t21396959a,from,l3197638,l3197638
transformer,t21396959a,to,x3197638a,x3197638a
transformer,t21396959a,from,l3197638,l3197638
transformer,t21396959a,to,x3197638a,x3197638a
transformer,t5391985a,from,l2785530,l2785530
transformer,t5391985a,to,x2785530a,x2785530a
transformer,t5391985a,from,l2785530,l2785530
transformer,t5391985a,to,x2785530a,x2785530a
transformer,t226195153b,from,l3082988,l3082988
transformer,t226195153b,to,x3082988b,x3082988b
transformer,t226195153b,from,l3082988,l3082988
transformer,t226195153b,to,x3082988b,x3082988b
transformer,t5302733a,from,l2860491,l2860491
transformer,t5302733a,to,x2860491a,x2860491a
transformer,t5302733a,from,l2860491,l2860491
transformer,t5302733a,to,x2860491a,x2860491a
transformer,t5302733b,from,l2860491,l2860491
transformer,t5302733b,to,x2860491b,x2860491b
transformer,t5302733b,from,l2860491,l2860491
transformer,t5302733b,to,x2860491b,x2860491b
transformer,vreg2_a,from,regxfmr_190-8593,regxfmr_190-8593
transformer,vreg2_a,to,190-8593,190-8593
transformer,vreg2_b,from,regxfmr_190-8593,regxfmr_190-8593
transformer,vreg2_b,to,190-8593,190-8593
transformer,vreg2_c,from,regxfmr_190-8593,regxfmr_190-8593
transformer,vreg2_c,to,190-8593,190-8593
transformer,vreg3_a,from,regxfmr_190-8581,regxfmr_190-8581
transformer,vreg3_a,to,190-8581,190-8581
transformer,vreg3_b,from,regxfmr_190-8581,regxfmr_190-8581
transformer,vreg3_b,to,190-8581,190-8581
transformer,vreg3_c,from,regxfmr_190-8581,regxfmr_190-8581
transformer,vreg3_c,to,190-8581,190-8581
transformer,vreg4_a,from,regxfmr_190-7361,regxfmr_190-7361
transformer,vreg4_a,to,190-7361,190-7361
transformer,vreg4_b,from,regxfmr_190-7361,regxfmr_190-7361
transformer,vreg4_b,to,190-7361,190-7361
transformer,vreg4_c,from,regxfmr_190-7361,regxfmr_190-7361
transformer,vreg4_c,to,190-7361,190-7361
switch,x8223_48332_sw,from,d6413567-3_int,d6413567-3_int
switch,x8223_48332_sw,to,e182724,e182724
switch,wd701_48332_sw,from,228-1048090-1_int,l3102286
switch,wd701_48332_sw,to,193-51796,l3214549
switch,v7173_48332_sw,from,d5534969-2_int,d5534969-2_int
switch,v7173_48332_sw,to,e182729,e182729
switch,v9287_48332_sw,from,d6019477-1_int,d6019477-1_int
switch,v9287_48332_sw,to,e182727,e182727
switch,a8735_48332_sw,from,d5710794-3_int,d5710794-3_int
switch,a8735_48332_sw,to,e192860,e192860
switch,v7995_48332_sw,from,d5837361-8_int,l3104155
switch,v7995_48332_sw,to,e182745,l2876798
switch,l5437_48332_sw,from,d5535139-1_int,d5535139-1_int
switch,l5437_48332_sw,to,e183473,e183473
switch,ln4625713_sw,from,d5502543-2_int,d5502543-2_int
switch,ln4625713_sw,to,q14413,q14413
switch,ln4641075_sw,from,d5860423-3_int,d5860423-3_int
switch,ln4641075_sw,to,q14733,q14733
switch,l5491_48332_sw,from,d5655682-1_int,d5655682-1_int
switch,l5491_48332_sw,to,e182725,e182725
switch,ln4625696_sw,from,d5926308-3_int,d5926308-3_int
switch,ln4625696_sw,to,q14412,q14412
switch,ln4586093_sw,from,d6138608-3_int,d6138608-3_int
switch,ln4586093_sw,to,q14404,q14404
switch,l5659_48332_sw,from,d6231996-1_int,d6231996-1_int
switch,l5659_48332_sw,to,e206614,e206614
switch,ln3693186_sw,from,d5861005-2_int,d5861005-2_int
switch,ln3693186_sw,to,q1301,q1301
switch,v7313_48332_sw,from,d5806920-1_int,d5806920-1_int
switch,v7313_48332_sw,to,e182726,e182726
switch,a8611_48332_sw,from,d5799561-2_int,d5799561-2_int
switch,a8611_48332_sw,to,e193509,e193509
switch,ln4625876_sw,from,d5835167-6_int,d5835167-6_int
switch,ln4625876_sw,to,q14414,q14414
switch,v9111_48332_sw,from,d6108141-1_int,d6108141-1_int
switch,v9111_48332_sw,to,e206209,e206209
switch,x8271_48332_sw,from,d5712486-1_int,d5712486-1_int
switch,x8271_48332_sw,to,e206210,e206210
switch,v7041_48332_sw,from,d5867591-1_int,d5867591-1_int
switch,v7041_48332_sw,to,e183472,e183472
switch,l5397_48332_sw,from,d6049822-1_int,d6049822-1_int
switch,l5397_48332_sw,to,e182722,e182722
switch,wg127_48332_sw,from,228-961799-3_int,l2729207
switch,wg127_48332_sw,to,193-46661,l2897554
switch,ln247171_sw,from,d6047588-1_int,d6047588-1_int
switch,ln247171_sw,to,f739844,f739844
switch,l5523_48332_sw,from,d6049825-1_int,d6049825-1_int
switch,l5523_48332_sw,to,e182748,e182748
switch,2002200004641085_sw,from,d5587291-3_int,d5587291-3_int
switch,2002200004641085_sw,to,q14734,q14734
switch,xj171_48332_sw,from,d5513564-1_int,d5513564-1_int
switch,xj171_48332_sw,to,e192201,e192201
switch,a8869_48332_sw,from,d6198039-1_int,d6198039-1_int
switch,a8869_48332_sw,to,e206217,e206217
switch,l9407_48332_sw,from,d6023352-1_int,d6023352-1_int
switch,l9407_48332_sw,to,e184626,e184626
switch,x8225_48332_sw,from,d5565090-1_int,d5565090-1_int
switch,x8225_48332_sw,to,e182744,e182744
switch,2002200004868472_sw,from,d5563942-4_int,d5563942-4_int
switch,2002200004868472_sw,to,q16483,q16483
switch,2002200004991174_sw,from,d6290228-6_int,d6290228-6_int
switch,2002200004991174_sw,to,q16642,q16642
switch,l9191_48332_sw,from,d5534970-1_int,d5534970-1_int
switch,l9191_48332_sw,to,e182732,e182732
switch,ln0247162_sw,from,d5472341-1_int,d5472341-1_int
switch,ln0247162_sw,to,f739842,f739842
switch,ln247160_sw,from,d5865224-1_int,d5865224-1_int
switch,ln247160_sw,to,f739841,f739841
switch,wf856_48332_sw,from,228-1353934-4_int,l3645812
switch,wf856_48332_sw,to,193-103041,l3645811
switch,ln293471_sw,from,d5686080-1_int,d5686080-1_int
switch,ln293471_sw,to,f739845,f739845
switch,a8645_48332_sw,from,d5958866-1_int,d5958866-1_int
switch,a8645_48332_sw,to,e183493,e183493
switch,v9109_48332_sw,from,d6140776-1_int,d6140776-1_int
switch,v9109_48332_sw,to,e182730,e182730
switch,g9343_48332_sw,from,d5682346-3_int,d5682346-3_int
switch,g9343_48332_sw,to,e206211,e206211
switch,wf586_48332_sw,from,228-979371-2_int,l2690868
switch,wf586_48332_sw,to,193-48013,l2915534
switch,l5565_48332_sw,from,d6140778-1_int,d6140778-1_int
switch,l5565_48332_sw,to,e182731,e182731
switch,a333_48332_sw,from,d5746546-1_int,d5746546-1_int
switch,a333_48332_sw,to,e182723,e182723
switch,ln4625680_sw,from,d5956499-2_int,d5956499-2_int
switch,ln4625680_sw,to,q14411,q14411
regulator,feeder_rega,from,regxfmr_hvmv_sub_lsb,regxfmr_hvmv_sub_lsb
regulator,feeder_rega,regulated,_hvmv_sub_lsb,_hvmv_sub_lsb
regulator,feeder_regb,from,regxfmr_hvmv_sub_lsb,regxfmr_hvmv_sub_lsb
regulator,feeder_regb,regulated,_hvmv_sub_lsb,_hvmv_sub_lsb
regulator,feeder_regc,from,regxfmr_hvmv_sub_lsb,regxfmr_hvmv_sub_lsb
regulator,feeder_regc,regulated,_hvmv_sub_lsb,_hvmv_sub_lsb
regulator,vreg2_a,from,regxfmr_190-8593,regxfmr_190-8593
regulator,vreg2_a,regulated,190-8593,190-8593
regulator,vreg2_b,from,regxfmr_190-8593,regxfmr_190-8593
regulator,vreg2_b,regulated,190-8593,190-8593
regulator,vreg2_c,from,regxfmr_190-8593,regxfmr_190-8593
regulator,vreg2_c,regulated,190-8593,190-8593
regulator,vreg3_a,from,regxfmr_190-8581,regxfmr_190-8581
regulator,vreg3_a,regulated,190-8581,190-8581
regulator,vreg3_b,from,regxfmr_190-8581,regxfmr_190-8581
regulator,vreg3_b,regulated,190-8581,190-8581
regulator,vreg3_c,from,regxfmr_190-8581,regxfmr_190-8581
regulator,vreg3_c,regulated,190-8581,190-8581
regulator,vreg4_a,from,regxfmr_190-7361,regxfmr_190-7361
regulator,vreg4_a,regulated,190-7361,190-7361
regulator,vreg4_b,from,regxfmr_190-7361,regxfmr_190-7361
regulator,vreg4_b,regulated,190-7361,190-7361
regulator,vreg4_c,from,regxfmr_190-7361,regxfmr_190-7361
regulator,vreg4_c,regulated,190-7361,190-7361
phase_shift,hvmv_sub,from,hvmv_sub_hsb,hvmv_sub_hsb
phase_shift,hvmv_sub,to,regxfmr_hvmv_sub_lsb,regxfmr_hvmv_sub_lsb
center_tapped_transformer,t21396254a,winding_1,l2804253,l2804253
center_tapped_transformer,t21396254a,winding_2,x2804253a,x2804253a
center_tapped_transformer,t21396254a,winding_3,x2804253a,x2804253a
center_tapped_transformer,t5321859b,winding_1,l3254213,l3254213
center_tapped_transformer,t5321859b,winding_2,x3254213b,x3254213b
center_tapped_transformer,t5321859b,winding_3,x3254213b,x3254213b
center_tapped_transformer,t5391741b,winding_1,l3216339,l3216339
center_tapped_transformer,t5391741b,winding_2,x3216339b,x3216339b
center_tapped_transformer,t5391741b,winding_3,x3216339b,x3216339b
center_tapped_transformer,t5293672a,winding_1,l2954355,l2954355
center_tapped_transformer,t5293672a,winding_2,x2954355a,x2954355a
center_tapped_transformer,t5293672a,winding_3,x2954355a,x2954355a
center_tapped_transformer,t21474711c,winding_1,l2861197,l2861197
center_tapped_transformer,t21474711c,winding_2,x2861197c,x2861197c
center_tapped_transformer,t21474711c,winding_3,x2861197c,x2861197c
center_tapped_transformer,t5260488a,winding_1,l2842379,l2842379
center_tapped_transformer,t5260488a,winding_2,x2842379a,x2842379a
center_tapped_transformer,t5260488a,winding_3,x2842379a,x2842379a
center_tapped_transformer,t5391758b,winding_1,l2841636,l2841636
center_tapped_transformer,t5391758b,winding_2,x2841636b,x2841636b
center_tapped_transformer,t5391758b,winding_3,x2841636b,x2841636b
center_tapped_transformer,t228091193a,winding_1,l3047289,l3047289
center_tapped_transformer,t228091193a,winding_2,x3047289a,x3047289a
center_tapped_transformer,t228091193a,winding_3,x3047289a,x3047289a
center_tapped_transformer,t228091193b,winding_1,l3047289,l3047289
center_tapped_transformer,t228091193b,winding_2,x3047289b,x3047289b
center_tapped_transformer,t228091193b,winding_3,x3047289b,x3047289b
center_tapped_transformer,t228091193c,winding_1,l3047289,l3047289
center_tapped_transformer,t228091193c,winding_2,x3047289c,x3047289c
center_tapped_transformer,t228091193c,winding_3,x3047289c,x3047289c
center_tapped_transformer,t5302862c,winding_1,l3085399,l3085399
center_tapped_transformer,t5302862c,winding_2,x3085399c,x3085399c
center_tapped_transformer,t5302862c,winding_3,x3085399c,x3085399c
center_tapped_transformer,t21236413b,winding_1,l3085391,l3085391
center_tapped_transformer,t21236413b,winding_2,x3085391b,x3085391b
center_tapped_transformer,t21236413b,winding_3,x3085391b,x3085391b
center_tapped_transformer,t5302468a,winding_1,l2897778,l2897778
center_tapped_transformer,t5302468a,winding_2,x2897778a,x2897778a
center_tapped_transformer,t5302468a,winding_3,x2897778a,x2897778a
center_tapped_transformer,t5294787a,winding_1,l3197647,l3197647
center_tapped_transformer,t5294787a,winding_2,x3197647a,x3197647a
center_tapped_transformer,t5294787a,winding_3,x3197647a,x3197647a
center_tapped_transformer,t5157715b,winding_1,l2936275,l2936275
center_tapped_transformer,t5157715b,winding_2,x2936275b,x2936275b
center_tapped_transformer,t5157715b,winding_3,x2936275b,x2936275b
center_tapped_transformer,t5355768b,winding_1,l2729408,l2729408
center_tapped_transformer,t5355768b,winding_2,x2729408b,x2729408b
center_tapped_transformer,t5355768b,winding_3,x2729408b,x2729408b
center_tapped_transformer,t5138562a,winding_1,l2673310,l2673310
center_tapped_transformer,t5138562a,winding_2,x2673310a,x2673310a
center_tapped_transformer,t5138562a,winding_3,x2673310a,x2673310a
center_tapped_transformer,t5355934a,winding_1,l3048212,l3048212
center_tapped_transformer,t5355934a,winding_2,x3048212a,x3048212a
center_tapped_transformer,t5355934a,winding_3,x3048212a,x3048212a
center_tapped_transformer,t5293483a,winding_1,l3104133,l3104133
center_tapped_transformer,t5293483a,winding_2,x3104133a,x3104133a
center_tapped_transformer,t5293483a,winding_3,x3104133a,x3104133a
center_tapped_transformer,t21399762a,winding_1,l2879087,l2879087
center_tapped_transformer,t21399762a,winding_2,x2879087a,x2879087a
center_tapped_transformer,t21399762a,winding_3,x2879087a,x2879087a
center_tapped_transformer,t5138650c,winding_1,l2710510,l2710510
center_tapped_transformer,t5138650c,winding_2,x2710510c,x2710510c
center_tapped_transformer,t5138650c,winding_3,x2710510c,x2710510c
center_tapped_transformer,t5323242b,winding_1,l3122810,l3122810
center_tapped_transformer,t5323242b,winding_2,x3122810b,x3122810b
center_tapped_transformer,t5323242b,winding_3,x3122810b,x3122810b
center_tapped_transformer,t28127090c,winding_1,l2954352,l2954352
center_tapped_transformer,t28127090c,winding_2,x2954352c,x2954352c
center_tapped_transformer,t28127090c,winding_3,x2954352c,x2954352c
center_tapped_transformer,t5138769a,winding_1,l2729411,l2729411
center_tapped_transformer,t5138769a,winding_2,x2729411a,x2729411a
center_tapped_transformer,t5138769a,winding_3,x2729411a,x2729411a
center_tapped_transformer,t5338896a,winding_1,l3178971,l3178971
center_tapped_transformer,t5338896a,winding_2,x3178971a,x3178971a
center_tapped_transformer,t5338896a,winding_3,x3178971a,x3178971a
center_tapped_transformer,t5355586b,winding_1,l3254234,l3254234
center_tapped_transformer,t5355586b,winding_2,x3254234b,x3254234b
center_tapped_transformer,t5355586b,winding_3,x3254234b,x3254234b
center_tapped_transformer,t5293471a,winding_1,293471,293471
center_tapped_transformer,t5293471a,winding_2,x_293471a,x_293471a
center_tapped_transformer,t5293471a,winding_3,x_293471a,x_293471a
center_tapped_transformer,t5293471b,winding_1,293471,293471
